Player,Player-additional,League,Season,Home Continent,Home Country,Home City,Overall Value,Offensive Performance,Defensive Performance,Measurables,Migration Difficulty
Darius Songaila,songada01,NBA,2004-05,Europe,Lithuania,Marijampole,12,,,,68.0
Steve Nash,nashst01,NBA,2012-13,Africa,South Africa,Johannesburg,12,,,,16.0
James Donaldson,donalja01,NBA,1990-91,Europe,United Kingdom,Heacham,12,,,,6.0
Josh Giddey,giddejo01,NBA,2023-24,Oceania,Australia,Melbourne,12,,,,15.0
Rik Smits,smitsri01,NBA,1988-89,Europe,Netherlands,Eindhoven,12,,,,22.0
Nickeil Alexander-Walker,alexani01,NBA,2023-24,North America,Canada,Toronto,12,,,,0.0
Daniel Theis,theisda01,NBA,2020-21,Europe,Germany,Salzgitter,12,,,,37.0
Kristaps Porziņģis,porzikr01,NBA,2020-21,Europe,Latvia,Liepaja,12,,,,68.0
Jamal Murray,murraja01,NBA,2019-20,North America,Canada,Kitchener,12,,,,0.0
Vladimir Radmanović,radmavl01,NBA,2003-04,Europe,Bosnia and Herzegovina,Trebinje,12,,,,69.0
Shawn Bradley,bradlsh01,NBA,1998-99,Europe,Germany,Landstuhl,12,,,,37.0
Rasho Nesterović,nestera01,NBA,2004-05,Europe,Slovenia,Ljubljana,12,,,,68.0
Manu Ginóbili,ginobma01,NBA,2011-12,South America,Argentina,Bahia Blanca,12,,,,26.0
Pascal Siakam,siakapa01,NBA,2020-21,Africa,Cameroon,Douala,12,,,,11.0
Francisco García,garcifr01,NBA,2007-08,North America,Dominican Republic,Santo Domingo,12,,,,18.0
Nenad Krstić,krstine01,NBA,2009-10,Europe,Serbia,Kraljevo,12,,,,69.0
José Calderón,caldejo01,NBA,2009-10,Europe,Spain,Villanueva de la Serena,12,,,,22.0
John Brown,brownjo01,NBA,1974-75,Europe,Germany,Frankfurt,12,,,,37.0
Manu Ginóbili,ginobma01,NBA,2002-03,South America,Argentina,Bahia Blanca,12,,,,26.0
Brandon Clarke,clarkbr01,NBA,2020-21,North America,Canada,Vancouver,12,,,,1.0
Nick Richards,richani01,NBA,2022-23,North America,Jamaica,Kingston,12,,,,3.0
Zaza Pachulia,pachuza01,NBA,2014-15,Asia,Georgia,Tbilisi,12,,,,71.0
Andrea Bargnani,bargnan01,NBA,2009-10,Europe,Italy,Rome,12,,,,23.0
Andrew Wiggins,wiggian01,NBA,2016-17,North America,Canada,Toronto,12,,,,0.0
Ronny Turiaf,turiaro01,NBA,2007-08,North America,Martinique,Le Robert,12,,,,18.0
Jonas Valančiūnas,valanjo01,NBA,2018-19,Europe,Lithuania,Utena,12,,,,68.0
Bojan Bogdanović,bogdabo02,NBA,2019-20,Europe,Bosnia and Herzegovina,Mostar,12,,,,68.0
Gheorghe Mureșan,muresgh01,NBA,1994-95,Europe,Romania,Triteni,12,,,,24.0
Thabo Sefolosha,sefolth01,NBA,2010-11,Europe,Switzerland,Vevey,12,,,,37.0
Samuel Dalembert,dalemsa01,NBA,2011-12,North America,Haiti,Port-Au-Prince,12,,,,78.0
Rasho Nesterović,nestera01,NBA,2001-02,Europe,Slovenia,Ljubljana,12,,,,68.0
Rasho Nesterović,nestera01,NBA,2006-07,Europe,Slovenia,Ljubljana,12,,,,68.0
Rui Hachimura,hachiru01,NBA,2023-24,Asia,Japan,Toyama,12,,,,85.0
Steven Adams,adamsst01,NBA,2014-15,Oceania,New Zealand,Rotorua,12,,,,13.0
Kelenna Azubuike,azubuke01,NBA,2008-09,Europe,United Kingdom,London,12,,,,6.0
Carlos Boozer,boozeca01,NBA,2004-05,Europe,Germany,Aschaffenburg,12,,,,37.0
Nenê,hilarne01,NBA,2016-17,South America,Brazil,Sao Carlos,12,,,,24.0
Fabricio Oberto,obertfa01,NBA,2006-07,South America,Argentina,Las Varillas,12,,,,25.0
Boštjan Nachbar,nachbbo01,NBA,2006-07,Europe,Slovenia,Slovenj Gradec,12,,,,68.0
Eduardo Nájera,najered01,NBA,2007-08,North America,Mexico,Meoqui,12,,,,17.0
DeSagana Diop,diopde01,NBA,2005-06,Africa,Senegal,Dakar,12,,,,22.0
RJ Barrett,barrerj01,NBA,2020-21,North America,Canada,Toronto,12,,,,0.0
Kelly Olynyk,olynyke01,NBA,2015-16,North America,Canada,Toronto,12,,,,0.0
Patty Mills,millspa02,NBA,2017-18,Oceania,Australia,Canberra,12,,,,15.0
Andrew Wiggins,wiggian01,NBA,2015-16,North America,Canada,Toronto,12,,,,0.0
Kelly Olynyk,olynyke01,NBA,2016-17,North America,Canada,Toronto,12,,,,0.0
Andrés Nocioni,nocioan01,NBA,2006-07,South America,Argentina,Santa Fe,12,,,,24.0
Tony Parker,parketo01,NBA,2014-15,Europe,Belgium,Bruges,12,,,,22.0
Aron Baynes,baynear01,NBA,2015-16,Oceania,New Zealand,Gisborne,12,,,,13.0
Kyrie Irving,irvinky01,NBA,2011-12,Oceania,Australia,Melbourne,12,,,,15.0
Tom Meschery,meschto01,NBA,1964-65,Asia,China,Harbin Manchuria,12,,,,75.0
Rolando Blackman,blackro01,NBA,1981-82,North America,Panama,Panama City,12,,,,19.0
Ersan İlyasova,ilyaser01,NBA,2016-17,Asia,Türkiye,Eskisehir,12,,,,70.0
Tiago Splitter,splitti01,NBA,2014-15,South America,Brazil,Joinville,12,,,,24.0
Samuel Dalembert,dalemsa01,NBA,2008-09,North America,Haiti,Port-Au-Prince,12,,,,78.0
Ersan İlyasova,ilyaser01,NBA,2017-18,Asia,Türkiye,Eskisehir,12,,,,70.0
José Calderón,caldejo01,NBA,2015-16,Europe,Spain,Villanueva de la Serena,12,,,,22.0
Luc Mbah a Moute,mbahalu01,NBA,2008-09,Africa,Cameroon,Yaounde,12,,,,11.0
Bismack Biyombo,biyombi01,NBA,2014-15,Africa,DR Congo,Lubumbashi,12,,,,59.0
Thabo Sefolosha,sefolth01,NBA,2009-10,Europe,Switzerland,Vevey,12,,,,37.0
Nenê,hilarne01,NBA,2012-13,South America,Brazil,Sao Carlos,12,,,,24.0
Marc Gasol,gasolma01,NBA,2017-18,Europe,Spain,Barcelona,12,,,,22.0
Eduardo Nájera,najered01,NBA,2002-03,North America,Mexico,Meoqui,12,,,,17.0
Eduardo Nájera,najered01,NBA,2001-02,North America,Mexico,Meoqui,12,,,,17.0
Dāvis Bertāns,bertada01,NBA,2018-19,Europe,Latvia,Valmiera,12,,,,68.0
Detlef Schrempf,schrede01,NBA,1986-87,Europe,Germany,Leverkusen,12,,,,37.0
Franz Wagner,wagnefr01,NBA,2021-22,Europe,Germany,Berlin,12,,,,37.0
Ersan İlyasova,ilyaser01,NBA,2014-15,Asia,Türkiye,Eskisehir,12,,,,70.0
Nenad Krstić,krstine01,NBA,2010-11,Europe,Serbia,Kraljevo,12,,,,69.0
Carlos Delfino,delfica01,NBA,2007-08,South America,Argentina,Santa Fe,12,,,,24.0
Andrew Bogut,bogutan01,NBA,2006-07,Oceania,Australia,Melbourne,12,,,,15.0
Jakob Poeltl,poeltja01,NBA,2019-20,Europe,Austria,Vienna,12,,,,38.0
Nikola Mirotić,mirotni01,NBA,2017-18,Europe,Montenegro,Podgorica,12,,,,84.0
Josh Giddey,giddejo01,NBA,2022-23,Oceania,Australia,Melbourne,12,,,,15.0
Nikola Vučević,vucevni01,NBA,2016-17,Europe,Switzerland,Morges,12,,,,37.0
Steven Adams,adamsst01,NBA,2020-21,Oceania,New Zealand,Rotorua,12,,,,13.0
Toni Kukoč,kukocto01,NBA,2002-03,Europe,Croatia,Split,12,,,,68.0
Adonal Foyle,foylead01,NBA,2002-03,North America,St. Vincent and the Grenadines,Canouan,12,,,,4.0
Dino Radja,radjadi01,NBA,1995-96,Europe,Croatia,Split,12,,,,68.0
Nikola Mirotić,mirotni01,NBA,2015-16,Europe,Montenegro,Podgorica,11,,,,84.0
Bogdan Bogdanović,bogdabo01,NBA,2023-24,Europe,Serbia,Belgrade,11,,,,69.0
Jonas Valančiūnas,valanjo01,NBA,2012-13,Europe,Lithuania,Utena,11,,,,68.0
Danilo Gallinari,gallida01,NBA,2011-12,Europe,Italy,Sant'Angelo Lodigiano,11,,,,23.0
Deandre Ayton,aytonde01,NBA,2023-24,North America,Bahamas,Nassau,11,,,,2.0
Andrew Wiggins,wiggian01,NBA,2020-21,North America,Canada,Toronto,11,,,,0.0
Zaza Pachulia,pachuza01,NBA,2005-06,Asia,Georgia,Tbilisi,11,,,,71.0
Danilo Gallinari,gallida01,NBA,2014-15,Europe,Italy,Sant'Angelo Lodigiano,11,,,,23.0
Trey Lyles,lylestr01,NBA,2017-18,North America,Canada,Saskatoon,11,,,,2.0
Zaza Pachulia,pachuza01,NBA,2008-09,Asia,Georgia,Tbilisi,11,,,,71.0
Serge Ibaka,ibakase01,NBA,2019-20,Africa,Congo Republic,Brazzaville,11,,,,27.0
Ernie Vandeweghe,vandeer01,NBA,1949-50,North America,Canada,Montreal,11,,,,0.0
Manute Bol,bolma01,NBA,1985-86,Africa,South Sudan,Gogrial,11,,,,12.0
Rasho Nesterović,nestera01,NBA,2007-08,Europe,Slovenia,Ljubljana,11,,,,68.0
Aron Baynes,baynear01,NBA,2014-15,Oceania,New Zealand,Gisborne,11,,,,13.0
Samuel Dalembert,dalemsa01,NBA,2004-05,North America,Haiti,Port-Au-Prince,11,,,,78.0
Andrea Bargnani,bargnan01,NBA,2008-09,Europe,Italy,Rome,11,,,,23.0
Dominique Wilkins,wilkido01,NBA,1994-95,Europe,France,Paris,11,,,,22.0
Bogdan Bogdanović,bogdabo01,NBA,2020-21,Europe,Serbia,Belgrade,11,,,,69.0
Mirza Teletović,teletmi01,NBA,2015-16,Europe,Bosnia and Herzegovina,Mostar,11,,,,68.0
Chris Boucher,bouchch01,NBA,2019-20,North America,St. Lucia,Castries,11,,,,4.0
Mehmet Okur,okurme01,NBA,2002-03,Asia,Türkiye,Yalova,11,,,,70.0
Leandro Barbosa,barbole01,NBA,2005-06,South America,Brazil,Sao Paulo,11,,,,24.0
Rolando Blackman,blackro01,NBA,1991-92,North America,Panama,Panama City,11,,,,19.0
Rik Smits,smitsri01,NBA,1999-00,Europe,Netherlands,Eindhoven,11,,,,22.0
Ersan İlyasova,ilyaser01,NBA,2010-11,Asia,Türkiye,Eskisehir,11,,,,70.0
Kiki Vandeweghe,vandeki01,NBA,1987-88,Europe,Germany,Wiesbaden,11,,,,37.0
DeSagana Diop,diopde01,NBA,2006-07,Africa,Senegal,Dakar,11,,,,22.0
Boris Diaw,diawbo01,NBA,2015-16,Europe,France,Cormeilles-en-Parisis,11,,,,22.0
Jakob Poeltl,poeltja01,NBA,2023-24,Europe,Austria,Vienna,11,,,,38.0
Šarūnas Marčiulionis,marcisa01,NBA,1989-90,Europe,Lithuania,Kaunas,11,,,,68.0
Rudy Fernández,fernaru01,NBA,2010-11,Europe,Spain,Palma de Mallorca,11,,,,22.0
Matthew Dellavedova,dellama01,NBA,2015-16,Oceania,Australia,Maryborough,11,,,,14.0
Dikembe Mutombo,mutomdi01,NBA,2003-04,Africa,DR Congo,Kinshasa,11,,,,57.0
Dwight Powell,poweldw01,NBA,2020-21,North America,Canada,Toronto,11,,,,0.0
Dennis Schröder,schrode01,NBA,2020-21,Europe,Germany,Braunschweig,11,,,,37.0
Manu Ginóbili,ginobma01,NBA,2015-16,South America,Argentina,Bahia Blanca,11,,,,26.0
Greivis Vásquez,vasqugr01,NBA,2012-13,South America,Venezuela,Caracas,11,,,,19.0
Peja Stojaković,stojape01,NBA,2008-09,Europe,Croatia,Slavonska Pozega,11,,,,68.0
Khem Birch,birchkh01,NBA,2020-21,North America,Canada,Montreal,11,,,,0.0
Tony Parker,parketo01,NBA,2001-02,Europe,Belgium,Bruges,11,,,,22.0
Vladimir Radmanović,radmavl01,NBA,2005-06,Europe,Bosnia and Herzegovina,Trebinje,11,,,,69.0
Nikola Mirotić,mirotni01,NBA,2016-17,Europe,Montenegro,Podgorica,11,,,,84.0
Steve Kerr,kerrst01,NBA,1997-98,Asia,Lebanon,Beirut,11,,,,86.0
Ricky Rubio,rubiori01,NBA,2018-19,Europe,Spain,El Masnou,11,,,,22.0
Arvydas Sabonis,sabonar01,NBA,2000-01,Europe,Lithuania,Kaunas,11,,,,68.0
OG Anunoby,anunoog01,NBA,2021-22,Europe,United Kingdom,London,11,,,,6.0
Tom Meschery,meschto01,NBA,1961-62,Asia,China,Harbin Manchuria,11,,,,75.0
Nicolas Batum,batumni01,NBA,2018-19,Europe,France,Lisieux,11,,,,22.0
Rasho Nesterović,nestera01,NBA,2005-06,Europe,Slovenia,Ljubljana,11,,,,68.0
Nicolas Batum,batumni01,NBA,2021-22,Europe,France,Lisieux,11,,,,22.0
Sasha Vujačić,vujacsa01,NBA,2008-09,Europe,Slovenia,Maribor,11,,,,68.0
Victor Wembanyama,wembavi01,NBA,2023-24,Europe,France,Le Chesnay,11,,,,22.0
Carlos Arroyo,arroyca01,NBA,2009-10,North America,Puerto Rico,Fajardo,11,,,,3.0
Marco Belinelli,belinma01,NBA,2017-18,Europe,Italy,San Giovanni in Persiceto,11,,,,23.0
Danilo Gallinari,gallida01,NBA,2020-21,Europe,Italy,Sant'Angelo Lodigiano,11,,,,23.0
Nicolas Batum,batumni01,NBA,2008-09,Europe,France,Lisieux,11,,,,22.0
Reggie Jackson,jacksre01,NBA,2020-21,Europe,Italy,Pordenone,11,,,,23.0
Lucas Nogueira,noguelu01,NBA,2016-17,South America,Brazil,Sao Goncalo,11,,,,24.0
Vladimir Radmanović,radmavl01,NBA,2004-05,Europe,Bosnia and Herzegovina,Trebinje,11,,,,69.0
Pau Gasol,gasolpa01,NBA,2012-13,Europe,Spain,Barcelona,11,,,,22.0
Goga Bitadze,bitadgo01,NBA,2023-24,Asia,Georgia,Sagarejo,11,,,,71.0
Serge Ibaka,ibakase01,NBA,2009-10,Africa,Congo Republic,Brazzaville,11,,,,27.0
Dan Gadzuric,gadzuda01,NBA,2003-04,Europe,Netherlands,Den Haag,11,,,,22.0
Raja Bell,bellra01,NBA,2003-04,North America,United States Virgin Islands,St. Croix,11,,,,3.0
Dennis Schröder,schrode01,NBA,2016-17,Europe,Germany,Braunschweig,11,,,,37.0
José Calderón,caldejo01,NBA,2010-11,Europe,Spain,Villanueva de la Serena,11,,,,22.0
Manu Ginóbili,ginobma01,NBA,2014-15,South America,Argentina,Bahia Blanca,11,,,,26.0
Timofey Mozgov,mozgoti01,NBA,2015-16,Europe,Russia,St. Petersburg,11,,,,68.0
Marc Gasol,gasolma01,NBA,2015-16,Europe,Spain,Barcelona,11,,,,22.0
Evan Fournier,fournev01,NBA,2021-22,Europe,France,Saint-Maurice,11,,,,22.0
Kelly Olynyk,olynyke01,NBA,2019-20,North America,Canada,Toronto,11,,,,0.0
Mychal Thompson,thompmy01,NBA,1985-86,North America,Bahamas,Nassau,11,,,,2.0
Bogdan Bogdanović,bogdabo01,NBA,2021-22,Europe,Serbia,Belgrade,11,,,,69.0
John Brown,brownjo01,NBA,1977-78,Europe,Germany,Frankfurt,11,,,,37.0
Danilo Gallinari,gallida01,NBA,2021-22,Europe,Italy,Sant'Angelo Lodigiano,11,,,,23.0
Boris Diaw,diawbo01,NBA,2014-15,Europe,France,Cormeilles-en-Parisis,11,,,,22.0
Mickaël Piétrus,pietrmi01,NBA,2009-10,North America,Guadeloupe,Les Abymes,11,,,,18.0
Jiří Welsch,welscji01,NBA,2003-04,Europe,Czechia,Pardubice,11,,,,68.0
Detlef Schrempf,schrede01,NBA,1987-88,Europe,Germany,Leverkusen,11,,,,37.0
Linas Kleiza,kleizli01,NBA,2008-09,Europe,Lithuania,Kaunas,11,,,,68.0
Sasha Vujačić,vujacsa01,NBA,2007-08,Europe,Slovenia,Maribor,11,,,,68.0
Dennis Schröder,schrode01,NBA,2019-20,Europe,Germany,Braunschweig,11,,,,37.0
Jusuf Nurkić,nurkiju01,NBA,2021-22,Europe,Bosnia and Herzegovina,Tuzla,11,,,,68.0
Tony Parker,parketo01,NBA,2009-10,Europe,Belgium,Bruges,11,,,,22.0
Omri Casspi,casspom01,NBA,2015-16,Asia,Israel,Holon,11,,,,71.0
Dwight Powell,poweldw01,NBA,2019-20,North America,Canada,Toronto,11,,,,0.0
Dario Šarić,saricda01,NBA,2019-20,Europe,Croatia,Sibenik,11,,,,68.0
Nicolas Batum,batumni01,NBA,2022-23,Europe,France,Lisieux,11,,,,22.0
Raja Bell,bellra01,NBA,2008-09,North America,United States Virgin Islands,St. Croix,11,,,,3.0
Greivis Vásquez,vasqugr01,NBA,2013-14,South America,Venezuela,Caracas,11,,,,19.0
Rick Fox,foxri01,NBA,2002-03,North America,Canada,Toronto,11,,,,0.0
Beno Udrih,udrihbe01,NBA,2014-15,Europe,Slovenia,Celje,11,,,,68.0
Nikola Vučević,vucevni01,NBA,2017-18,Europe,Switzerland,Morges,11,,,,37.0
Mickaël Piétrus,pietrmi01,NBA,2006-07,North America,Guadeloupe,Les Abymes,11,,,,18.0
Ronny Turiaf,turiaro01,NBA,2008-09,North America,Martinique,Le Robert,11,,,,18.0
Kelly Olynyk,olynyke01,NBA,2014-15,North America,Canada,Toronto,11,,,,0.0
Ersan İlyasova,ilyaser01,NBA,2019-20,Asia,Türkiye,Eskisehir,11,,,,70.0
Samuel Dalembert,dalemsa01,NBA,2005-06,North America,Haiti,Port-Au-Prince,11,,,,78.0
Trey Lyles,lylestr01,NBA,2021-22,North America,Canada,Saskatoon,11,,,,2.0
Carlos Delfino,delfica01,NBA,2012-13,South America,Argentina,Santa Fe,11,,,,24.0
Bill Wennington,wennibi01,NBA,1993-94,North America,Canada,Montreal,11,,,,0.0
Bojan Bogdanović,bogdabo02,NBA,2022-23,Europe,Bosnia and Herzegovina,Mostar,11,,,,68.0
Dāvis Bertāns,bertada01,NBA,2019-20,Europe,Latvia,Valmiera,11,,,,68.0
Dario Šarić,saricda01,NBA,2018-19,Europe,Croatia,Sibenik,11,,,,68.0
Goran Dragić,dragigo01,NBA,2019-20,Europe,Slovenia,Ljubljana,11,,,,68.0
Shai Gilgeous-Alexander,gilgesh01,NBA,2020-21,North America,Canada,Toronto,11,,,,0.0
Ben Gordon,gordobe01,NBA,2004-05,Europe,United Kingdom,London,11,,,,6.0
Tomáš Satoranský,satorto01,NBA,2019-20,Europe,Czechia,Prague,11,,,,68.0
Daniel Theis,theisda01,NBA,2018-19,Europe,Germany,Salzgitter,11,,,,37.0
Cory Joseph,josepco01,NBA,2015-16,North America,Canada,Toronto,11,,,,0.0
Shawn Bradley,bradlsh01,NBA,1994-95,Europe,Germany,Landstuhl,11,,,,37.0
Ernie Grunfeld,grunfer01,NBA,1980-81,Europe,Romania,Satu-Mare,11,,,,24.0
Vladimir Radmanović,radmavl01,NBA,2007-08,Europe,Bosnia and Herzegovina,Trebinje,11,,,,69.0
Carlos Delfino,delfica01,NBA,2010-11,South America,Argentina,Santa Fe,11,,,,24.0
Cory Joseph,josepco01,NBA,2018-19,North America,Canada,Toronto,11,,,,0.0
Carlos Boozer,boozeca01,NBA,2005-06,Europe,Germany,Aschaffenburg,11,,,,37.0
Nicolas Batum,batumni01,NBA,2017-18,Europe,France,Lisieux,11,,,,22.0
Nicolas Batum,batumni01,NBA,2009-10,Europe,France,Lisieux,11,,,,22.0
Daniel Theis,theisda01,NBA,2017-18,Europe,Germany,Salzgitter,11,,,,37.0
Buddy Hield,hieldbu01,NBA,2023-24,North America,Bahamas,Freeport,11,,,,2.0
Patrick Ewing,ewingpa01,NBA,1986-87,North America,Jamaica,Kingston,11,,,,3.0
Maxi Kleber,klebima01,NBA,2018-19,Europe,Germany,Wurzburg,11,,,,37.0
Luc Longley,longllu01,NBA,1995-96,Oceania,Australia,Melbourne,11,,,,15.0
Nikola Mirotić,mirotni01,NBA,2018-19,Europe,Montenegro,Podgorica,11,,,,84.0
Patty Mills,millspa02,NBA,2018-19,Oceania,Australia,Canberra,11,,,,15.0
Jonas Jerebko,jerebjo01,NBA,2014-15,Europe,Sweden,Kinna,11,,,,22.0
Precious Achiuwa,achiupr01,NBA,2023-24,Africa,Nigeria,Port Harcourt,11,,,,11.0
Luis Scola,scolalu01,NBA,2011-12,South America,Argentina,Buenos Aires,11,,,,25.0
Rik Smits,smitsri01,NBA,1991-92,Europe,Netherlands,Eindhoven,11,,,,22.0
Boban Marjanović,marjabo01,NBA,2015-16,Europe,Serbia,Zajecar,11,,,,69.0
Joel Anthony,anthojo01,NBA,2011-12,North America,Canada,Montreal,11,,,,0.0
Vitaly Potapenko,potapvi01,NBA,2000-01,Europe,Ukraine,Kiev,11,,,,69.0
Moritz Wagner,wagnemo01,NBA,2022-23,Europe,Germany,Berlin,11,,,,37.0
Rik Smits,smitsri01,NBA,1998-99,Europe,Netherlands,Eindhoven,11,,,,22.0
Marcin Gortat,gortama01,NBA,2009-10,Europe,Poland,Lodz,11,,,,68.0
Cristiano Felício,feliccr01,NBA,2016-17,South America,Brazil,Pouso Alegre,11,,,,24.0
Ian Mahinmi,mahinia01,NBA,2011-12,Europe,France,Rouen,11,,,,22.0
Luc Longley,longllu01,NBA,1997-98,Oceania,Australia,Melbourne,11,,,,15.0
Adonal Foyle,foylead01,NBA,2004-05,North America,St. Vincent and the Grenadines,Canouan,11,,,,4.0
Cory Joseph,josepco01,NBA,2016-17,North America,Canada,Toronto,11,,,,0.0
Marco Belinelli,belinma01,NBA,2010-11,Europe,Italy,San Giovanni in Persiceto,11,,,,23.0
Carlos Boozer,boozeca01,NBA,2013-14,Europe,Germany,Aschaffenburg,11,,,,37.0
Jonas Jerebko,jerebjo01,NBA,2017-18,Europe,Sweden,Kinna,11,,,,22.0
Kelenna Azubuike,azubuke01,NBA,2007-08,Europe,United Kingdom,London,11,,,,6.0
Pablo Prigioni,prigipa01,NBA,2013-14,South America,Argentina,Rio Tercero,11,,,,25.0
Willy Hernangómez,hernawi01,NBA,2016-17,Europe,Spain,Madrid,11,,,,22.0
Steven Adams,adamsst01,NBA,2022-23,Oceania,New Zealand,Rotorua,11,,,,13.0
Alex Len,lenal01,NBA,2014-15,Europe,Ukraine,Antratsit,11,,,,60.0
Hedo Türkoğlu,turkohe01,NBA,2009-10,Asia,Türkiye,Istanbul,11,,,,70.0
Toni Kukoč,kukocto01,NBA,1999-00,Europe,Croatia,Split,11,,,,68.0
Hedo Türkoğlu,turkohe01,NBA,2004-05,Asia,Türkiye,Istanbul,11,,,,70.0
Dominique Wilkins,wilkido01,NBA,1996-97,Europe,France,Paris,11,,,,22.0
Marcin Gortat,gortama01,NBA,2012-13,Europe,Poland,Lodz,11,,,,68.0
Shai Gilgeous-Alexander,gilgesh01,NBA,2018-19,North America,Canada,Toronto,10,,,,0.0
Ian Mahinmi,mahinia01,NBA,2013-14,Europe,France,Rouen,10,,,,22.0
Šarūnas Jasikevičius,jasiksa01,NBA,2005-06,Europe,Lithuania,Kaunas,10,,,,68.0
Marcin Gortat,gortama01,NBA,2008-09,Europe,Poland,Lodz,10,,,,68.0
Kyrie Irving,irvinky01,NBA,2021-22,Oceania,Australia,Melbourne,10,,,,15.0
Evan Fournier,fournev01,NBA,2017-18,Europe,France,Saint-Maurice,10,,,,22.0
Patrick Ewing,ewingpa01,NBA,1998-99,North America,Jamaica,Kingston,10,,,,3.0
Luis Scola,scolalu01,NBA,2015-16,South America,Argentina,Buenos Aires,10,,,,25.0
Rik Smits,smitsri01,NBA,1996-97,Europe,Netherlands,Eindhoven,10,,,,22.0
Cedi Osman,osmande01,NBA,2022-23,Europe,North Macedonia,Ohrid,10,,,,69.0
Jonas Jerebko,jerebjo01,NBA,2018-19,Europe,Sweden,Kinna,10,,,,22.0
Olden Polynice,polynol01,NBA,1996-97,North America,Haiti,Port-au-Prince,10,,,,78.0
Lauri Markkanen,markkla01,NBA,2017-18,Europe,Finland,Vantaa,10,,,,23.0
Jonas Jerebko,jerebjo01,NBA,2011-12,Europe,Sweden,Kinna,10,,,,22.0
Željko Rebrača,rebraze01,NBA,2001-02,Europe,Serbia,Apatin,10,,,,68.0
Nicolas Batum,batumni01,NBA,2023-24,Europe,France,Lisieux,10,,,,22.0
Dennis Schröder,schrode01,NBA,2023-24,Europe,Germany,Braunschweig,10,,,,37.0
Darko Miličić,milicda01,NBA,2006-07,Europe,Serbia,Novi Sad,10,,,,68.0
J.J. Barea,bareajo01,NBA,2017-18,North America,Puerto Rico,Mayaguez,10,,,,3.0
Joel Anthony,anthojo01,NBA,2010-11,North America,Canada,Montreal,10,,,,0.0
Zaza Pachulia,pachuza01,NBA,2017-18,Asia,Georgia,Tbilisi,10,,,,71.0
Ken Charles,charlke01,NBA,1975-76,,,,10,,,,
Thabo Sefolosha,sefolth01,NBA,2016-17,Europe,Switzerland,Vevey,10,,,,37.0
Anderson Varejão,varejan01,NBA,2012-13,South America,Brazil,Santa Teresa,10,,,,24.0
Andrés Nocioni,nocioan01,NBA,2007-08,South America,Argentina,Santa Fe,10,,,,24.0
Toni Kukoč,kukocto01,NBA,1993-94,Europe,Croatia,Split,10,,,,68.0
Nenê,hilarne01,NBA,2004-05,South America,Brazil,Sao Carlos,10,,,,24.0
Marco Belinelli,belinma01,NBA,2016-17,Europe,Italy,San Giovanni in Persiceto,10,,,,23.0
Pablo Prigioni,prigipa01,NBA,2012-13,South America,Argentina,Rio Tercero,10,,,,25.0
Evan Fournier,fournev01,NBA,2018-19,Europe,France,Saint-Maurice,10,,,,22.0
Gustavo Ayón,ayongu01,NBA,2011-12,North America,Mexico,Tepic,10,,,,18.0
J.J. Barea,bareajo01,NBA,2010-11,North America,Puerto Rico,Mayaguez,10,,,,3.0
Steve Kerr,kerrst01,NBA,1989-90,Asia,Lebanon,Beirut,10,,,,86.0
Bismack Biyombo,biyombi01,NBA,2013-14,Africa,DR Congo,Lubumbashi,10,,,,59.0
Ivica Zubac,zubaciv01,NBA,2018-19,Europe,Bosnia and Herzegovina,Mostar,10,,,,68.0
Alex Len,lenal01,NBA,2018-19,Europe,Ukraine,Antratsit,10,,,,60.0
Rick Fox,foxri01,NBA,1999-00,North America,Canada,Toronto,10,,,,0.0
Nenê,hilarne01,NBA,2013-14,South America,Brazil,Sao Carlos,10,,,,24.0
Rick Fox,foxri01,NBA,1993-94,North America,Canada,Toronto,10,,,,0.0
Kristaps Porziņģis,porzikr01,NBA,2017-18,Europe,Latvia,Liepaja,60,,,,68.0
Olden Polynice,polynol01,NBA,1999-00,North America,Haiti,Port-au-Prince,10,,,,78.0
Deni Avdija,avdijde01,NBA,2023-24,Asia,Israel,Beit Zera,10,,,,71.0
Ronny Turiaf,turiaro01,NBA,2010-11,North America,Martinique,Le Robert,10,,,,18.0
Alexis Ajinça,ajincal01,NBA,2014-15,Europe,France,Saint-Etienne,10,,,,22.0
Rony Seikaly,seikaro01,NBA,1989-90,Asia,Lebanon,Beirut,10,,,,86.0
Willy Hernangómez,hernawi01,NBA,2021-22,Europe,Spain,Madrid,10,,,,22.0
Luc Longley,longllu01,NBA,1996-97,Oceania,Australia,Melbourne,10,,,,15.0
Dwight Powell,poweldw01,NBA,2023-24,North America,Canada,Toronto,10,,,,0.0
Sasha Pavlović,pavloal01,NBA,2006-07,Europe,Montenegro,Bar,10,,,,84.0
Cory Joseph,josepco01,NBA,2017-18,North America,Canada,Toronto,10,,,,0.0
Ricky Rubio,rubiori01,NBA,2020-21,Europe,Spain,El Masnou,10,,,,22.0
Luc Mbah a Moute,mbahalu01,NBA,2016-17,Africa,Cameroon,Yaounde,10,,,,11.0
Deandre Ayton,aytonde01,NBA,2019-20,North America,Bahamas,Nassau,10,,,,2.0
Dwight Powell,poweldw01,NBA,2015-16,North America,Canada,Toronto,10,,,,0.0
Tom Meschery,meschto01,NBA,1966-67,Asia,China,Harbin Manchuria,10,,,,75.0
