Rk,Player,Pos,City,From,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Lng,Int,Sk,Yds.1,Att.1,Yds.2,TD.1,Lng.1,Rec,Yds.3,TD.2,Lng.2,Player-additional
1,Harald Hasselbach,DE,Amsterdam,1994,2000,0,0,2,19,112,,,,0,,,,,,,0,,,,0,,HassHa20
2,Romeo Bandison,DT,The Hague,1995,1996,0,0,0,1,14,,,,0,,,,,,,0,,,,0,,BandRo20
3,Jim Asmus,P,Meppal,1987,1987,0,0,0,0,3,,,,0,,,,,,,0,,,,0,,AsmuJi20
4,Case deBruijn,P,The Hague,1982,1982,0,0,0,0,1,,,,0,,,,,,,0,,,,0,,deBrCa20
