Rk,Player,Pos,City,From,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Lng,Int,Sk,Yds.1,Att.1,Yds.2,TD.1,Lng.1,Rec,Yds.3,TD.2,Lng.2,Player-additional
1,Malaefou MacKenzie,FB,Apia,2003,2003,0,0,0,0,1,,,,0,,,,,,,0,,,,0,,MacKMa20
2,Jesse Sapolu,C,Laie,1983,1997,0,2,10,79,182,,,,0,,,,,,,0,,,,0,,SapoJe00
3,Richard Brown,MLB,,1987,1996,0,0,1,12,91,,,,0,,,,,,,0,,,,0,,BrowRi21
4,Ta'ase Faumui,DE,,1994,1995,0,0,0,0,8,,,,0,,,,,,,0,,,,0,,FaumTa20
5,Ricky Andrews,LB,,1990,1990,0,0,0,1,15,,,,0,,,,,,,0,,,,0,,AndrRi20
6,Al Lolotai,G,,1945,1949,0,0,3,0,59,,,,0,,,,,,,0,,,,0,,LoloAl20
