Rk,Player,Pos,City,From,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Lng,Int,Sk,Yds.1,Att.1,Yds.2,TD.1,Lng.1,Rec,Yds.3,TD.2,Lng.2,Player-additional
1,Corliss Waitman,P,Ghent,2021,2022,0,0,1,3,19,,,,0,,,,,,,0,,,,0,,WaitCo00
2,Terry Ray,DB,Shape,1992,1996,0,0,1,13,73,,,,0,,,,,,,0,,,,0,,RayxTe20
3,George Jakowenko,K,Charleroi,1974,1976,0,0,0,3,17,,,,0,,,,,,,0,,,,0,,JakoGe20
