Player,Ht.,Wt.,Player-additional,Birth Location
Evgeny Davydov,6-1,189,davydev01,Chelyabinsk RUS
Evgeny Davydov,6-1,189,davydev01,Chelyabinsk RUS
Evgeny Davydov,6-1,189,davydev01,Chelyabinsk RUS
Bill Huard,6-1,215,huardbi01,Welland CAN
Bill Huard,6-1,215,huardbi01,Welland CAN
Gord Hynes,6-1,170,hynesgo01,Montréal CAN
Gord Hynes,6-1,170,hynesgo01,Montréal CAN
Dane Jackson,6-1,200,jacksda01,Winnipeg CAN
Dane Jackson,6-1,200,jacksda01,Winnipeg CAN
Dane Jackson,6-1,200,jacksda01,Winnipeg CAN
Dane Jackson,6-1,200,jacksda01,Winnipeg CAN
Patrik Juhlin,6-1,196,juhlipa01,Huddinge SWE
Paul Laus,6-1,215,lauspa01,Beamsville CAN
Paul Laus,6-1,215,lauspa01,Beamsville CAN
Paul Laus,6-1,215,lauspa01,Beamsville CAN
Nicklas Lidstrom,6-1,192,lidstni01,Vasteras SWE
Nicklas Lidstrom,6-1,192,lidstni01,Vasteras SWE
Nicklas Lidstrom,6-1,192,lidstni01,Vasteras SWE
Nicklas Lidstrom,6-1,192,lidstni01,Vasteras SWE
Nicklas Lidstrom,6-1,192,lidstni01,Vasteras SWE
Nicklas Lidstrom,6-1,192,lidstni01,Vasteras SWE
Nicklas Lidstrom,6-1,192,lidstni01,Vasteras SWE
Nicklas Lidstrom,6-1,192,lidstni01,Vasteras SWE
Nicklas Lidstrom,6-1,192,lidstni01,Vasteras SWE
Nicklas Lidstrom,6-1,192,lidstni01,Vasteras SWE
Nicklas Lidstrom,6-1,192,lidstni01,Vasteras SWE
Nicklas Lidstrom,6-1,192,lidstni01,Vasteras SWE
Nicklas Lidstrom,6-1,192,lidstni01,Vasteras SWE
Nicklas Lidstrom,6-1,192,lidstni01,Vasteras SWE
Nicklas Lidstrom,6-1,192,lidstni01,Vasteras SWE
Nicklas Lidstrom,6-1,192,lidstni01,Vasteras SWE
Nicklas Lidstrom,6-1,192,lidstni01,Vasteras SWE
Nicklas Lidstrom,6-1,192,lidstni01,Vasteras SWE
Nicklas Lidstrom,6-1,192,lidstni01,Vasteras SWE
Nicklas Lidstrom,6-1,192,lidstni01,Vasteras SWE
Chris Lindberg,6-1,190,lindbch01,Fort Frances CAN
Chris Lindberg,6-1,190,lindbch01,Fort Frances CAN
Brad May,6-1,213,maybr01,Toronto CAN
Brad May,6-1,213,maybr01,Toronto CAN
Brad May,6-1,213,maybr01,Toronto CAN
Brad May,6-1,213,maybr01,Toronto CAN
Brad May,6-1,213,maybr01,Toronto CAN
Brad May,6-1,213,maybr01,Toronto CAN
Brad May,6-1,213,maybr01,Toronto CAN
Brad May,6-1,213,maybr01,Toronto CAN
Brad May,6-1,213,maybr01,Toronto CAN
Sergei Nemchinov,6-1,205,nemchse01,Moscow RUS
Sergei Nemchinov,6-1,205,nemchse01,Moscow RUS
Sergei Nemchinov,6-1,205,nemchse01,Moscow RUS
Sergei Nemchinov,6-1,205,nemchse01,Moscow RUS
Sergei Nemchinov,6-1,205,nemchse01,Moscow RUS
Sergei Nemchinov,6-1,205,nemchse01,Moscow RUS
Sergei Nemchinov,6-1,205,nemchse01,Moscow RUS
Sergei Nemchinov,6-1,205,nemchse01,Moscow RUS
Sergei Nemchinov,6-1,205,nemchse01,Moscow RUS
Sergei Nemchinov,6-1,205,nemchse01,Moscow RUS
Ricard Persson,6-1,201,perssri01,Ostersund SWE
Ricard Persson,6-1,201,perssri01,Ostersund SWE
Ricard Persson,6-1,201,perssri01,Ostersund SWE
Ricard Persson,6-1,201,perssri01,Ostersund SWE
Ricard Persson,6-1,201,perssri01,Ostersund SWE
Ricard Persson,6-1,201,perssri01,Ostersund SWE
Ricard Persson,6-1,201,perssri01,Ostersund SWE
Leif Rohlin,6-1,198,rohlile01,Vasteras SWE
Leif Rohlin,6-1,198,rohlile01,Vasteras SWE
Scott Scissons,6-1,190,scisssc01,Saskatoon CAN
Scott Scissons,6-1,190,scisssc01,Saskatoon CAN
Jiri Slegr,6-1,210,slegrji01,Jihlava CZE
Jiri Slegr,6-1,210,slegrji01,Jihlava CZE
Jiri Slegr,6-1,210,slegrji01,Jihlava CZE
Jiri Slegr,6-1,210,slegrji01,Jihlava CZE
Jiri Slegr,6-1,210,slegrji01,Jihlava CZE
Jiri Slegr,6-1,210,slegrji01,Jihlava CZE
Jiri Slegr,6-1,210,slegrji01,Jihlava CZE
Jiri Slegr,6-1,210,slegrji01,Jihlava CZE
Jiri Slegr,6-1,210,slegrji01,Jihlava CZE
Jiri Slegr,6-1,210,slegrji01,Jihlava CZE
Jiri Slegr,6-1,210,slegrji01,Jihlava CZE
Darryl Sydor,6-1,211,sydorda01,Edmonton CAN
Darryl Sydor,6-1,211,sydorda01,Edmonton CAN
Darryl Sydor,6-1,211,sydorda01,Edmonton CAN
Darryl Sydor,6-1,211,sydorda01,Edmonton CAN
Darryl Sydor,6-1,211,sydorda01,Edmonton CAN
Darryl Sydor,6-1,211,sydorda01,Edmonton CAN
Darryl Sydor,6-1,211,sydorda01,Edmonton CAN
Darryl Sydor,6-1,211,sydorda01,Edmonton CAN
Darryl Sydor,6-1,211,sydorda01,Edmonton CAN
Darryl Sydor,6-1,211,sydorda01,Edmonton CAN
Darryl Sydor,6-1,211,sydorda01,Edmonton CAN
Darryl Sydor,6-1,211,sydorda01,Edmonton CAN
Darryl Sydor,6-1,211,sydorda01,Edmonton CAN
Darryl Sydor,6-1,211,sydorda01,Edmonton CAN
Darryl Sydor,6-1,211,sydorda01,Edmonton CAN
Darryl Sydor,6-1,211,sydorda01,Edmonton CAN
Darryl Sydor,6-1,211,sydorda01,Edmonton CAN
Tim Taylor,6-1,190,tayloti01,Stratford CAN
Tim Taylor,6-1,190,tayloti01,Stratford CAN
Tim Taylor,6-1,190,tayloti01,Stratford CAN
Tim Taylor,6-1,190,tayloti01,Stratford CAN
Tim Taylor,6-1,190,tayloti01,Stratford CAN
Tim Taylor,6-1,190,tayloti01,Stratford CAN
Brad Werenka,6-1,221,werenbr01,Two Hills CAN
Brad Werenka,6-1,221,werenbr01,Two Hills CAN
Brad Werenka,6-1,221,werenbr01,Two Hills CAN
Brad Werenka,6-1,221,werenbr01,Two Hills CAN
Brad Werenka,6-1,221,werenbr01,Two Hills CAN
Brad Werenka,6-1,221,werenbr01,Two Hills CAN
Valeri Zelepukin,6-1,200,zelepva01,Voskresensk RUS
Valeri Zelepukin,6-1,200,zelepva01,Voskresensk RUS
Valeri Zelepukin,6-1,200,zelepva01,Voskresensk RUS
Valeri Zelepukin,6-1,200,zelepva01,Voskresensk RUS
Valeri Zelepukin,6-1,200,zelepva01,Voskresensk RUS
Valeri Zelepukin,6-1,200,zelepva01,Voskresensk RUS
Valeri Zelepukin,6-1,200,zelepva01,Voskresensk RUS
Valeri Zelepukin,6-1,200,zelepva01,Voskresensk RUS
Alexei Zhamnov,6-1,204,zhamnal01,Moscow RUS
Alexei Zhamnov,6-1,204,zhamnal01,Moscow RUS
Alexei Zhamnov,6-1,204,zhamnal01,Moscow RUS
Alexei Zhamnov,6-1,204,zhamnal01,Moscow RUS
Alexei Zhamnov,6-1,204,zhamnal01,Moscow RUS
Alexei Zhamnov,6-1,204,zhamnal01,Moscow RUS
Alexei Zhamnov,6-1,204,zhamnal01,Moscow RUS
Alexei Zhamnov,6-1,204,zhamnal01,Moscow RUS
Alexei Zhamnov,6-1,204,zhamnal01,Moscow RUS
Alexei Zhamnov,6-1,204,zhamnal01,Moscow RUS
Alexei Zhamnov,6-1,204,zhamnal01,Moscow RUS
Alexei Zhamnov,6-1,204,zhamnal01,Moscow RUS
Alexei Zhamnov,6-1,204,zhamnal01,Moscow RUS
Sergei Zubov,6-1,198,zubovse01,Moscow RUS
Sergei Zubov,6-1,198,zubovse01,Moscow RUS
Sergei Zubov,6-1,198,zubovse01,Moscow RUS
Sergei Zubov,6-1,198,zubovse01,Moscow RUS
Sergei Zubov,6-1,198,zubovse01,Moscow RUS
Sergei Zubov,6-1,198,zubovse01,Moscow RUS
Sergei Zubov,6-1,198,zubovse01,Moscow RUS
Sergei Zubov,6-1,198,zubovse01,Moscow RUS
Sergei Zubov,6-1,198,zubovse01,Moscow RUS
Sergei Zubov,6-1,198,zubovse01,Moscow RUS
Sergei Zubov,6-1,198,zubovse01,Moscow RUS
Sergei Zubov,6-1,198,zubovse01,Moscow RUS
Sergei Zubov,6-1,198,zubovse01,Moscow RUS
Sergei Zubov,6-1,198,zubovse01,Moscow RUS
Sergei Zubov,6-1,198,zubovse01,Moscow RUS
Sergei Zubov,6-1,198,zubovse01,Moscow RUS
Scott Niedermayer,6-1,194,niedesc01,Edmonton CAN
Scott Niedermayer,6-1,194,niedesc01,Edmonton CAN
Scott Niedermayer,6-1,194,niedesc01,Edmonton CAN
Scott Niedermayer,6-1,194,niedesc01,Edmonton CAN
Scott Niedermayer,6-1,194,niedesc01,Edmonton CAN
Scott Niedermayer,6-1,194,niedesc01,Edmonton CAN
Scott Niedermayer,6-1,194,niedesc01,Edmonton CAN
Scott Niedermayer,6-1,194,niedesc01,Edmonton CAN
Scott Niedermayer,6-1,194,niedesc01,Edmonton CAN
Scott Niedermayer,6-1,194,niedesc01,Edmonton CAN
Scott Niedermayer,6-1,194,niedesc01,Edmonton CAN
Scott Niedermayer,6-1,194,niedesc01,Edmonton CAN
Scott Niedermayer,6-1,194,niedesc01,Edmonton CAN
Scott Niedermayer,6-1,194,niedesc01,Edmonton CAN
Scott Niedermayer,6-1,194,niedesc01,Edmonton CAN
Scott Niedermayer,6-1,194,niedesc01,Edmonton CAN
Scott Niedermayer,6-1,194,niedesc01,Edmonton CAN
Scott Niedermayer,6-1,194,niedesc01,Edmonton CAN
Patrick Poulin,6-1,214,poulipa01,Vanier CAN
Patrick Poulin,6-1,214,poulipa01,Vanier CAN
Patrick Poulin,6-1,214,poulipa01,Vanier CAN
Patrick Poulin,6-1,214,poulipa01,Vanier CAN
Patrick Poulin,6-1,214,poulipa01,Vanier CAN
Patrick Poulin,6-1,214,poulipa01,Vanier CAN
Patrick Poulin,6-1,214,poulipa01,Vanier CAN
Patrick Poulin,6-1,214,poulipa01,Vanier CAN
Martin Rucinsky,6-1,205,rucinma01,Most CZE
Martin Rucinsky,6-1,205,rucinma01,Most CZE
Martin Rucinsky,6-1,205,rucinma01,Most CZE
Martin Rucinsky,6-1,205,rucinma01,Most CZE
Martin Rucinsky,6-1,205,rucinma01,Most CZE
Martin Rucinsky,6-1,205,rucinma01,Most CZE
Martin Rucinsky,6-1,205,rucinma01,Most CZE
Martin Rucinsky,6-1,205,rucinma01,Most CZE
Martin Rucinsky,6-1,205,rucinma01,Most CZE
Martin Rucinsky,6-1,205,rucinma01,Most CZE
Martin Rucinsky,6-1,205,rucinma01,Most CZE
Martin Rucinsky,6-1,205,rucinma01,Most CZE
Martin Rucinsky,6-1,205,rucinma01,Most CZE
Martin Rucinsky,6-1,205,rucinma01,Most CZE
Martin Rucinsky,6-1,205,rucinma01,Most CZE
Martin Rucinsky,6-1,205,rucinma01,Most CZE
Steve Staios,6-1,200,staiost01,Hamilton CAN
Steve Staios,6-1,200,staiost01,Hamilton CAN
Steve Staios,6-1,200,staiost01,Hamilton CAN
Steve Staios,6-1,200,staiost01,Hamilton CAN
Steve Staios,6-1,200,staiost01,Hamilton CAN
Steve Staios,6-1,200,staiost01,Hamilton CAN
Steve Staios,6-1,200,staiost01,Hamilton CAN
Steve Staios,6-1,200,staiost01,Hamilton CAN
Steve Staios,6-1,200,staiost01,Hamilton CAN
Michael Nylander,6-1,200,nylanmi01,Stockholm SWE
Michael Nylander,6-1,200,nylanmi01,Stockholm SWE
Michael Nylander,6-1,200,nylanmi01,Stockholm SWE
Michael Nylander,6-1,200,nylanmi01,Stockholm SWE
Michael Nylander,6-1,200,nylanmi01,Stockholm SWE
Michael Nylander,6-1,200,nylanmi01,Stockholm SWE
Michael Nylander,6-1,200,nylanmi01,Stockholm SWE
Michael Nylander,6-1,200,nylanmi01,Stockholm SWE
Michael Nylander,6-1,200,nylanmi01,Stockholm SWE
Michael Nylander,6-1,200,nylanmi01,Stockholm SWE
Michael Nylander,6-1,200,nylanmi01,Stockholm SWE
Michael Nylander,6-1,200,nylanmi01,Stockholm SWE
Michael Nylander,6-1,200,nylanmi01,Stockholm SWE
Michael Nylander,6-1,200,nylanmi01,Stockholm SWE
Yves Sarault,6-1,190,sarauyv01,Valleyfield CAN
Yves Sarault,6-1,190,sarauyv01,Valleyfield CAN
Yves Sarault,6-1,190,sarauyv01,Valleyfield CAN
Nathan LaFayette,6-1,200,lafayna01,New Westminster CAN
Nathan LaFayette,6-1,200,lafayna01,New Westminster CAN
Dave Karpa,6-1,205,karpada01,Regina CAN
Dave Karpa,6-1,205,karpada01,Regina CAN
Dave Karpa,6-1,205,karpada01,Regina CAN
Dave Karpa,6-1,205,karpada01,Regina CAN
Dave Karpa,6-1,205,karpada01,Regina CAN
Dave Karpa,6-1,205,karpada01,Regina CAN
Igor Kravchuk,6-1,215,kravcig01,Ufa RUS
Igor Kravchuk,6-1,215,kravcig01,Ufa RUS
Igor Kravchuk,6-1,215,kravcig01,Ufa RUS
Igor Kravchuk,6-1,215,kravcig01,Ufa RUS
Igor Kravchuk,6-1,215,kravcig01,Ufa RUS
Igor Kravchuk,6-1,215,kravcig01,Ufa RUS
Igor Kravchuk,6-1,215,kravcig01,Ufa RUS
Igor Kravchuk,6-1,215,kravcig01,Ufa RUS
Igor Kravchuk,6-1,215,kravcig01,Ufa RUS
Igor Kravchuk,6-1,215,kravcig01,Ufa RUS
Igor Kravchuk,6-1,215,kravcig01,Ufa RUS
Igor Kravchuk,6-1,215,kravcig01,Ufa RUS
Brad Tiley,6-1,185,tileybr01,Markdale CAN
Brad Tiley,6-1,185,tileybr01,Markdale CAN
Zac Boyer,6-1,199,boyerza01,Inuvik CAN
Juha Ylonen,6-1,189,yloneju01,Helsinki FIN
Juha Ylonen,6-1,189,yloneju01,Helsinki FIN
Juha Ylonen,6-1,189,yloneju01,Helsinki FIN
Mike Kennedy,6-1,200,kennemi01,Vancouver CAN
Mike Kennedy,6-1,200,kennemi01,Vancouver CAN
Mike Kennedy,6-1,200,kennemi01,Vancouver CAN
Yan Kaminsky,6-1,176,kaminya01,Penza RUS
Bruce Gardiner,6-1,193,gardibr01,Barrie CAN
Bruce Gardiner,6-1,193,gardibr01,Barrie CAN
Bruce Gardiner,6-1,193,gardibr01,Barrie CAN
Bruce Gardiner,6-1,193,gardibr01,Barrie CAN
Brian Savage,6-1,200,savagbr01,Sudbury CAN
Brian Savage,6-1,200,savagbr01,Sudbury CAN
Brian Savage,6-1,200,savagbr01,Sudbury CAN
Brian Savage,6-1,200,savagbr01,Sudbury CAN
Brian Savage,6-1,200,savagbr01,Sudbury CAN
Brian Savage,6-1,200,savagbr01,Sudbury CAN
Brian Savage,6-1,200,savagbr01,Sudbury CAN
Brian Savage,6-1,200,savagbr01,Sudbury CAN
Brian Savage,6-1,200,savagbr01,Sudbury CAN
Brian Savage,6-1,200,savagbr01,Sudbury CAN
Brian Savage,6-1,200,savagbr01,Sudbury CAN
Scott Fraser,6-1,200,frasesc01,Moncton CAN
Scott Fraser,6-1,200,frasesc01,Moncton CAN
Janne Laukkanen,6-1,187,laukkja01,Lahti FIN
Janne Laukkanen,6-1,187,laukkja01,Lahti FIN
Janne Laukkanen,6-1,187,laukkja01,Lahti FIN
Janne Laukkanen,6-1,187,laukkja01,Lahti FIN
Janne Laukkanen,6-1,187,laukkja01,Lahti FIN
Janne Laukkanen,6-1,187,laukkja01,Lahti FIN
Janne Laukkanen,6-1,187,laukkja01,Lahti FIN
Janne Laukkanen,6-1,187,laukkja01,Lahti FIN
Brandon Convery,6-1,195,convebr01,Kingston CAN
Brandon Convery,6-1,195,convebr01,Kingston CAN
Grant Marshall,6-1,200,marshgr01,Mississauga CAN
Grant Marshall,6-1,200,marshgr01,Mississauga CAN
Grant Marshall,6-1,200,marshgr01,Mississauga CAN
Grant Marshall,6-1,200,marshgr01,Mississauga CAN
Grant Marshall,6-1,200,marshgr01,Mississauga CAN
Grant Marshall,6-1,200,marshgr01,Mississauga CAN
Grant Marshall,6-1,200,marshgr01,Mississauga CAN
Grant Marshall,6-1,200,marshgr01,Mississauga CAN
Grant Marshall,6-1,200,marshgr01,Mississauga CAN
Igor Korolev,6-1,197,korolig01,Moscow RUS
Igor Korolev,6-1,197,korolig01,Moscow RUS
Igor Korolev,6-1,197,korolig01,Moscow RUS
Igor Korolev,6-1,197,korolig01,Moscow RUS
Igor Korolev,6-1,197,korolig01,Moscow RUS
Igor Korolev,6-1,197,korolig01,Moscow RUS
Igor Korolev,6-1,197,korolig01,Moscow RUS
Darren McCarty,6-1,210,mccarda02,Burnaby CAN
Darren McCarty,6-1,210,mccarda02,Burnaby CAN
Darren McCarty,6-1,210,mccarda02,Burnaby CAN
Darren McCarty,6-1,210,mccarda02,Burnaby CAN
Darren McCarty,6-1,210,mccarda02,Burnaby CAN
Darren McCarty,6-1,210,mccarda02,Burnaby CAN
Darren McCarty,6-1,210,mccarda02,Burnaby CAN
Darren McCarty,6-1,210,mccarda02,Burnaby CAN
Darren McCarty,6-1,210,mccarda02,Burnaby CAN
Darren McCarty,6-1,210,mccarda02,Burnaby CAN
Darren McCarty,6-1,210,mccarda02,Burnaby CAN
Darren McCarty,6-1,210,mccarda02,Burnaby CAN
Sergei Zholtok,6-1,197,zholtse01,Riga LVA
Sergei Zholtok,6-1,197,zholtse01,Riga LVA
Sergei Zholtok,6-1,197,zholtse01,Riga LVA
Sergei Zholtok,6-1,197,zholtse01,Riga LVA
Sergei Zholtok,6-1,197,zholtse01,Riga LVA
Sergei Zholtok,6-1,197,zholtse01,Riga LVA
Sergei Zholtok,6-1,197,zholtse01,Riga LVA
Sergei Zholtok,6-1,197,zholtse01,Riga LVA
Sergei Zholtok,6-1,197,zholtse01,Riga LVA
Robert Svehla,6-1,210,svehlro01,Martin SVK
Robert Svehla,6-1,210,svehlro01,Martin SVK
Robert Svehla,6-1,210,svehlro01,Martin SVK
Robert Svehla,6-1,210,svehlro01,Martin SVK
Robert Svehla,6-1,210,svehlro01,Martin SVK
Robert Svehla,6-1,210,svehlro01,Martin SVK
Robert Svehla,6-1,210,svehlro01,Martin SVK
Robert Svehla,6-1,210,svehlro01,Martin SVK
Robert Svehla,6-1,210,svehlro01,Martin SVK
Matthew Barnaby,6-1,191,barnama01,Ottawa CAN
Matthew Barnaby,6-1,191,barnama01,Ottawa CAN
Matthew Barnaby,6-1,191,barnama01,Ottawa CAN
Matthew Barnaby,6-1,191,barnama01,Ottawa CAN
Matthew Barnaby,6-1,191,barnama01,Ottawa CAN
Matthew Barnaby,6-1,191,barnama01,Ottawa CAN
Matthew Barnaby,6-1,191,barnama01,Ottawa CAN
Matthew Barnaby,6-1,191,barnama01,Ottawa CAN
Matthew Barnaby,6-1,191,barnama01,Ottawa CAN
Matthew Barnaby,6-1,191,barnama01,Ottawa CAN
Kevin Brown,6-1,212,brownke03,Birmingham GBR
Kevin Brown,6-1,212,brownke03,Birmingham GBR
Marcus Ragnarsson,6-1,215,ragnama01,Ostervala SWE
Marcus Ragnarsson,6-1,215,ragnama01,Ostervala SWE
Marcus Ragnarsson,6-1,215,ragnama01,Ostervala SWE
Marcus Ragnarsson,6-1,215,ragnama01,Ostervala SWE
Marcus Ragnarsson,6-1,215,ragnama01,Ostervala SWE
Marcus Ragnarsson,6-1,215,ragnama01,Ostervala SWE
Marcus Ragnarsson,6-1,215,ragnama01,Ostervala SWE
Marcus Ragnarsson,6-1,215,ragnama01,Ostervala SWE
Yuri Khmylev,6-1,205,khmylyu01,Moscow RUS
Yuri Khmylev,6-1,205,khmylyu01,Moscow RUS
Yuri Khmylev,6-1,205,khmylyu01,Moscow RUS
Yuri Khmylev,6-1,205,khmylyu01,Moscow RUS
Yuri Khmylev,6-1,205,khmylyu01,Moscow RUS
Ian Laperriere,6-1,200,laperia01,Montréal CAN
Ian Laperriere,6-1,200,laperia01,Montréal CAN
Ian Laperriere,6-1,200,laperia01,Montréal CAN
Ian Laperriere,6-1,200,laperia01,Montréal CAN
Ian Laperriere,6-1,200,laperia01,Montréal CAN
Ian Laperriere,6-1,200,laperia01,Montréal CAN
Ian Laperriere,6-1,200,laperia01,Montréal CAN
Ian Laperriere,6-1,200,laperia01,Montréal CAN
Ian Laperriere,6-1,200,laperia01,Montréal CAN
Anson Carter,6-1,210,cartean01,Toronto CAN
Anson Carter,6-1,210,cartean01,Toronto CAN
Anson Carter,6-1,210,cartean01,Toronto CAN
Anson Carter,6-1,210,cartean01,Toronto CAN
Anson Carter,6-1,210,cartean01,Toronto CAN
Anson Carter,6-1,210,cartean01,Toronto CAN
Anson Carter,6-1,210,cartean01,Toronto CAN
Anson Carter,6-1,210,cartean01,Toronto CAN
Anson Carter,6-1,210,cartean01,Toronto CAN
Anson Carter,6-1,210,cartean01,Toronto CAN
Steven Halko,6-1,200,halkost01,Etobicoke CAN
Steven Halko,6-1,200,halkost01,Etobicoke CAN
Pascal Rheaume,6-1,210,rheaupa01,Quebec City CAN
Pascal Rheaume,6-1,210,rheaupa01,Quebec City CAN
Pascal Rheaume,6-1,210,rheaupa01,Quebec City CAN
Pascal Rheaume,6-1,210,rheaupa01,Quebec City CAN
Pascal Rheaume,6-1,210,rheaupa01,Quebec City CAN
Pascal Rheaume,6-1,210,rheaupa01,Quebec City CAN
Pascal Rheaume,6-1,210,rheaupa01,Quebec City CAN
Darren Van Impe,6-1,205,vanimda01,Saskatoon CAN
Darren Van Impe,6-1,205,vanimda01,Saskatoon CAN
Darren Van Impe,6-1,205,vanimda01,Saskatoon CAN
Darren Van Impe,6-1,205,vanimda01,Saskatoon CAN
Darren Van Impe,6-1,205,vanimda01,Saskatoon CAN
Darren Van Impe,6-1,205,vanimda01,Saskatoon CAN
Darren Van Impe,6-1,205,vanimda01,Saskatoon CAN
Darren Van Impe,6-1,205,vanimda01,Saskatoon CAN
Darren Van Impe,6-1,205,vanimda01,Saskatoon CAN
Darren Langdon,6-1,205,langdda01,Deer Lake CAN
Radim Bicanek,6-1,212,bicanra01,Uherské Hradiste CZE
Radim Bicanek,6-1,212,bicanra01,Uherské Hradiste CZE
Radim Bicanek,6-1,212,bicanra01,Uherské Hradiste CZE
Janne Niinimaa,6-1,220,niinija01,Raahe FIN
Janne Niinimaa,6-1,220,niinija01,Raahe FIN
Janne Niinimaa,6-1,220,niinija01,Raahe FIN
Janne Niinimaa,6-1,220,niinija01,Raahe FIN
Janne Niinimaa,6-1,220,niinija01,Raahe FIN
Janne Niinimaa,6-1,220,niinija01,Raahe FIN
Janne Niinimaa,6-1,220,niinija01,Raahe FIN
Janne Niinimaa,6-1,220,niinija01,Raahe FIN
Janne Niinimaa,6-1,220,niinija01,Raahe FIN
Maxim Galanov,6-1,210,galanma01,Krasnoyarsk RUS
Maxim Galanov,6-1,210,galanma01,Krasnoyarsk RUS
Maxim Galanov,6-1,210,galanma01,Krasnoyarsk RUS
Maxim Galanov,6-1,210,galanma01,Krasnoyarsk RUS
Jamie Rivers,6-1,200,riverja01,Ottawa CAN
Jamie Rivers,6-1,200,riverja01,Ottawa CAN
Jamie Rivers,6-1,200,riverja01,Ottawa CAN
Jamie Rivers,6-1,200,riverja01,Ottawa CAN
Jamie Rivers,6-1,200,riverja01,Ottawa CAN
Jamie Rivers,6-1,200,riverja01,Ottawa CAN
Jamie Rivers,6-1,200,riverja01,Ottawa CAN
Jamie Rivers,6-1,200,riverja01,Ottawa CAN
Jamal Mayers,6-1,222,mayerja01,Toronto CAN
Jamal Mayers,6-1,222,mayerja01,Toronto CAN
Jamal Mayers,6-1,222,mayerja01,Toronto CAN
Jamal Mayers,6-1,222,mayerja01,Toronto CAN
Jamal Mayers,6-1,222,mayerja01,Toronto CAN
Jamal Mayers,6-1,222,mayerja01,Toronto CAN
Jamal Mayers,6-1,222,mayerja01,Toronto CAN
Jamal Mayers,6-1,222,mayerja01,Toronto CAN
Jamal Mayers,6-1,222,mayerja01,Toronto CAN
Jamal Mayers,6-1,222,mayerja01,Toronto CAN
Andrew Brunette,6-1,215,brunean01,Sudbury CAN
Andrew Brunette,6-1,215,brunean01,Sudbury CAN
Andrew Brunette,6-1,215,brunean01,Sudbury CAN
Andrew Brunette,6-1,215,brunean01,Sudbury CAN
Andrew Brunette,6-1,215,brunean01,Sudbury CAN
Andrew Brunette,6-1,215,brunean01,Sudbury CAN
Andrew Brunette,6-1,215,brunean01,Sudbury CAN
Andrew Brunette,6-1,215,brunean01,Sudbury CAN
Andrew Brunette,6-1,215,brunean01,Sudbury CAN
Andrew Brunette,6-1,215,brunean01,Sudbury CAN
Andrew Brunette,6-1,215,brunean01,Sudbury CAN
Andrew Brunette,6-1,215,brunean01,Sudbury CAN
Andrew Brunette,6-1,215,brunean01,Sudbury CAN
Andrew Brunette,6-1,215,brunean01,Sudbury CAN
Andrew Brunette,6-1,215,brunean01,Sudbury CAN
Andrew Brunette,6-1,215,brunean01,Sudbury CAN
German Titov,6-1,203,titovge01,Moscow RUS
German Titov,6-1,203,titovge01,Moscow RUS
German Titov,6-1,203,titovge01,Moscow RUS
German Titov,6-1,203,titovge01,Moscow RUS
German Titov,6-1,203,titovge01,Moscow RUS
German Titov,6-1,203,titovge01,Moscow RUS
German Titov,6-1,203,titovge01,Moscow RUS
German Titov,6-1,203,titovge01,Moscow RUS
Hans Jonsson,6-1,176,jonssha01,Jarved SWE
Hans Jonsson,6-1,176,jonssha01,Jarved SWE
Hans Jonsson,6-1,176,jonssha01,Jarved SWE
Scott Ferguson,6-1,195,fergusc01,Camrose CAN
Scott Ferguson,6-1,195,fergusc01,Camrose CAN
Scott Ferguson,6-1,195,fergusc01,Camrose CAN
Scott Ferguson,6-1,195,fergusc01,Camrose CAN
Scott Ferguson,6-1,195,fergusc01,Camrose CAN
Vladimir Tsyplakov,6-1,210,tsyplvl01,Moscow RUS
Vladimir Tsyplakov,6-1,210,tsyplvl01,Moscow RUS
Vladimir Tsyplakov,6-1,210,tsyplvl01,Moscow RUS
Vladimir Tsyplakov,6-1,210,tsyplvl01,Moscow RUS
Vladimir Tsyplakov,6-1,210,tsyplvl01,Moscow RUS
Vladimir Tsyplakov,6-1,210,tsyplvl01,Moscow RUS
Oleg Tverdovsky,6-1,211,tverdol01,Donetsk UKR
Oleg Tverdovsky,6-1,211,tverdol01,Donetsk UKR
Oleg Tverdovsky,6-1,211,tverdol01,Donetsk UKR
Oleg Tverdovsky,6-1,211,tverdol01,Donetsk UKR
Oleg Tverdovsky,6-1,211,tverdol01,Donetsk UKR
Oleg Tverdovsky,6-1,211,tverdol01,Donetsk UKR
Oleg Tverdovsky,6-1,211,tverdol01,Donetsk UKR
Oleg Tverdovsky,6-1,211,tverdol01,Donetsk UKR
Oleg Tverdovsky,6-1,211,tverdol01,Donetsk UKR
Oleg Tverdovsky,6-1,211,tverdol01,Donetsk UKR
Oleg Tverdovsky,6-1,211,tverdol01,Donetsk UKR
Jeff O'Neill,6-1,195,oneilje01,Richmond Hill CAN
Jeff O'Neill,6-1,195,oneilje01,Richmond Hill CAN
Jeff O'Neill,6-1,195,oneilje01,Richmond Hill CAN
Jeff O'Neill,6-1,195,oneilje01,Richmond Hill CAN
Jeff O'Neill,6-1,195,oneilje01,Richmond Hill CAN
Jeff O'Neill,6-1,195,oneilje01,Richmond Hill CAN
Jeff O'Neill,6-1,195,oneilje01,Richmond Hill CAN
Jeff O'Neill,6-1,195,oneilje01,Richmond Hill CAN
Jeff O'Neill,6-1,195,oneilje01,Richmond Hill CAN
Jeff O'Neill,6-1,195,oneilje01,Richmond Hill CAN
