Rk,Player,Ht.,From,To,Age,G,GS,Ht..1,Wt.,BMI,Pos,Team,Player-additional
19041,Garland Jean-Batiste,6-0,1987,1987,22,3,0.0,6-0,208.0,28.2,RB,NOR,JeanGa20
19042,A.J. Jefferson,6-0,2010,2013,22-25,43,14.0,6-0,190.0,25.8,RCB,ARIMIN,JeffA.00
19043,Charles Jefferson,6-0,1979,1979,22,5,0.0,6-0,178.0,24.1,DB,HOU,JeffCh20
19044,A.J. Jenkins,6-0,2012,2014,23-25,28,3.0,6-0,192.0,26.0,WR,KANSFO,JenkA.00
19045,Jelani Jenkins,6-0,2013,2017,21-25,60,35.0,6-0,240.0,32.5,LB,HOUMIA,JenkJe00
19046,John Jenkins,6-0,1998,1998,23,1,0.0,6-0,188.0,25.5,DB,PIT,JenkJo20
19047,Justin Jenkins,6-0,2007,2009,27-29,36,0.0,6-0,207.0,28.1,WR,BUF,JenkJu00
19048,MarTay Jenkins,6-0,1999,2002,24-27,40,6.0,6-0,201.0,27.3,WR,ARI,JenkMa00
19049,Malcolm Jenkins,6-0,2009,2021,22-34,199,191.0,6-0,204.0,27.7,FS,NORPHI,JenkMa99
19050,Mike Jenkins,6-0,2008,2015,23-30,101,68.0,6-0,200.0,27.1,DB,DALOAKTAM,JenkMi99
19051,Brandon Jennings,6-0,2000,2002,22-24,20,0.0,6-0,195.0,26.4,DB,OAK,JennBr20
19052,Greg Jennings,6-0,2006,2015,23-32,143,119.0,6-0,198.0,26.9,WR,GNBMIAMIN,JennGr00
19053,M.D. Jennings,6-0,2011,2013,23-25,47,26.0,6-0,187.0,25.4,DB,GNB,JennM.00
19054,Jerry Jensen,6-0,1998,1998,23,10,0.0,6-0,235.0,31.9,LB,CAR,JensJe20
19055,Travis Jervey,6-0,1995,2003,23-31,109,5.0,6-0,222.0,30.1,RB,ATLGNBSFO,JervTr00
19056,Ron Jessie,6-0,1971,1981,23-33,138,95.0,6-0,185.0,25.1,WR,BUFDETRAM,JessRo00
19057,John Jett,6-0,1993,2003,25-35,159,0.0,6-0,197.0,26.7,P,DALDET,JettJo21
19058,Al Johnson,6-0,1948,1948,26,5,0.0,6-0,0.0,0.0,,PHI,JohnAl20
19059,Al Johnson,6-0,1972,1978,22-28,68,11.0,6-0,200.0,27.1,S,HOU,JohnAl21
19060,Anthony Johnson,6-0,1990,2000,23-33,159,50.0,6-0,225.0,30.5,FB,CARCHIINDJAXNYJ,JohnAn00
19061,Andy Johnson,6-0,1974,1982,22-30,94,43.0,6-0,204.0,27.7,RB,NWE,JohnAn01
19062,Anthony Johnson,6-0,2023,2023,24,12,4.0,6-0,205.0,27.8,S,GNB,JohnAn08
19063,Bert Johnson,6-0,1937,1942,25-30,56,29.0,6-0,212.0,28.7,FB,BKNCHICRDPHI,JohnBe21
19064,Bill Johnson,6-0,1947,1947,26,6,1.0,6-0,210.0,28.5,,CHI,JohnBi23
19065,Bobby Johnson,6-0,1983,1986,23-26,54,0.0,6-0,191.0,25.9,DB,NORSTL,JohnBo20
19066,Charles Johnson,6-0,1994,2002,22-30,133,87.0,6-0,200.0,27.1,WR,BUFNWEPHIPIT,JohnCh00
19067,Chris Johnson,6-0,1996,1996,25,5,0.0,6-0,205.0,27.8,DB,MIN,JohnCh25
19068,Curley Johnson,6-0,1960,1969,25-34,129,4.0,6-0,215.0,29.2,P,DTXNYGNYJNYT,JohnCu20
19069,D.J. Johnson,6-0,1989,1996,23-30,117,90.0,6-0,187.0,25.4,DB,ARIATLPIT,JohnD.20
19070,Dirk Johnson,6-0,2002,2009,27-34,80,0.0,6-0,210.0,28.5,P,ARICHINORPHITAM,JohnDi20
19071,Don Johnson,6-0,1942,1942,22,1,0.0,6-0,205.0,27.8,,RAM,JohnDo20
19072,Don Johnson,6-0,1953,1955,22-24,20,4.0,6-0,187.0,25.4,LH,PHI,JohnDo21
19073,Earl Johnson,6-0,1985,1987,22-24,5,3.0,6-0,195.0,26.4,DB,DENNOR,JohnEa20
19074,Ed Johns,6-0,1923,1924,23-24,6,6.0,6-0,175.0,23.7,,CLIMIN,JohnEd20
19075,Ellis Johnson,6-0,1965,1966,22-23,28,2.0,6-0,195.0,26.4,FL,BOS,JohnEl00
19076,Eric Johnson,6-0,2000,2005,24-29,74,2.0,6-0,210.0,28.5,LB,ARIATLOAK,JohnEr21
19077,Farnham Johnson,6-0,1948,1948,24,8,0.0,6-0,215.0,29.2,RT,CHR,JohnFa20
19078,Gene Johnson,6-0,1959,1961,24-26,30,24.0,6-0,187.0,25.4,DB,MINNYGPHI,JohnGe20
19079,Isaiah Johnson,6-0,2017,2018,25-26,19,4.0,6-0,209.0,28.3,DB,TAM,JohnIs00
19080,J.R. Johnson,6-0,2002,2002,23,5,0.0,6-0,240.0,32.5,LB,BALNOR,JohnJ.20
19081,Jaymar Johnson,6-0,2009,2011,25-27,7,0.0,6-0,176.0,23.9,WR,ARIMIN,JohnJa01
19082,Jaylon Johnson,6-0,2020,2023,21-24,53,53.0,6-0,196.0,26.6,DB,CHI,JohnJa13
19083,Jerry Johnson,6-0,2001,2001,24,9,0.0,6-0,290.0,39.3,DT,DEN,JohnJe21
19084,Jerome Johnson,6-0,2010,2010,25,1,0.0,6-0,258.0,35.0,RB,ARI,JohnJe23
19085,Joe Johnson,6-0,1954,1961,25-32,66,23.0,6-0,185.0,25.1,HB,BOSGNB,JohnJo03
19086,John Johnson,6-0,2017,2023,22-28,103,88.0,6-0,209.0,28.3,SS,CLELAR,JohnJo10
19087,Keelan Johnson,6-0,2013,2013,24,2,0.0,6-0,209.0,28.3,DB,PHI,JohnKe03
19088,Kevin Johnson,6-0,2015,2020,23-28,64,25.0,6-0,185.0,25.1,LCB,BUFCLEHOU,JohnKe04
19089,Kenneth Johnson,6-0,1987,1987,24,12,0.0,6-0,185.0,25.1,DB,GNB,JohnKe25
19090,Kyle Johnson,6-0,2004,2007,26-29,45,24.0,6-0,242.0,32.8,FB,DEN,JohnKy00
19091,Kyron Johnson,6-0,2022,2023,24-25,22,0.0,6-0,235.0,31.9,LB,PHIPIT,JohnKy02
19092,Leon Johnson,6-0,1997,2003,23-29,74,7.0,6-0,222.0,30.1,RB,CHINYJSDG,JohnLe00
19093,LeShon Johnson,6-0,1994,1999,23-28,62,12.0,6-0,205.0,27.8,RB,ARIGNBNYG,JohnLe01
19094,Mark Johnston,6-0,1960,1964,22-26,65,50.0,6-0,203.0,27.5,RCB,HOUNYJOAK,JohnMa03
19095,Manuel Johnson,6-0,2010,2010,24,2,0.0,6-0,183.0,24.8,WR,DAL,JohnMa04
19096,Melvin Johnson,6-0,1995,1998,23-26,50,27.0,6-0,198.0,26.9,DB,KANTAM,JohnMe20
19097,Olabisi Johnson,6-0,2019,2020,22-23,32,9.0,6-0,203.0,27.5,WR,MIN,JohnOl00
19098,Olrick Johnson,6-0,1999,2000,22-23,20,0.0,6-0,244.0,33.1,LB,MINNWENYJ,JohnOl20
19099,Pete Johnson,6-0,1977,1984,23-30,110,73.0,6-0,252.0,34.2,RB,CINMIASDG,JohnPe00
19100,Pres Johnston,6-0,1946,1946,26,11,7.0,6-0,205.0,27.8,LH,BUFMIA,JohnPr20
19101,Quinn Johnson,6-0,2009,2013,23-27,44,13.0,6-0,251.0,34.0,RB,GNBTEN,JohnQu00
19102,Rashad Johnson,6-0,2009,2016,23-30,114,58.0,6-0,195.0,26.4,DB,ARITEN,JohnRa98
19103,Roschon Johnson,6-0,2023,2023,22,15,0.0,6-0,225.0,30.5,RB,CHI,JohnRo07
19104,Sammy Johnson,6-0,1974,1979,22-27,62,0.0,6-0,223.0,30.2,RB,GNBMINSFO,JohnSa00
19105,Shelton Johnson,6-0,2013,2013,23,4,0.0,6-0,197.0,26.7,DB,OAK,JohnSh00
19106,Storm Johnson,6-0,2014,2014,22,6,1.0,6-0,209.0,28.3,RB,JAX,JohnSt03
19107,Tim Johnson,6-0,2002,2006,24-28,54,4.0,6-0,240.0,32.5,LB,BALOAK,JohnTi21
19108,Tracy Johnson,6-0,1989,1996,23-30,121,25.0,6-0,234.0,31.7,FB,ATLHOUSEATAM,JohnTr00
19109,Walter Johnson,6-0,1987,1989,24-26,41,0.0,6-0,241.0,32.7,LB,HOUNOR,JohnWa21
19110,Arrington Jones,6-0,1981,1981,22,1,0.0,6-0,225.0,30.5,RB,SFO,JoneAr20
19111,Billy Jones,6-0,1947,1947,27,7,1.0,6-0,220.0,29.8,,BDA,JoneBi20
19112,Buck Jones,6-0,1922,1922,34,2,1.0,6-0,210.0,28.5,,OOR,JoneBu20
19113,Chris Jones,6-0,2011,2020,22-31,126,0.0,6-0,205.0,27.8,P,DAL,JoneCh02
19114,Chris Jones,6-0,2018,2021,23-26,29,6.0,6-0,200.0,27.1,DB,ARIDETMINTEN,JoneCh06
19115,Charlie Jones,6-0,2023,2023,25,11,0.0,6-0,188.0,25.5,WR,CIN,JoneCh11
19116,Clint Jones,6-0,1967,1973,22-28,87,37.0,6-0,205.0,27.8,RB,MINSDG,JoneCl00
19117,Colin Jones,6-0,2011,2019,24-32,137,14.0,6-0,205.0,27.8,DB,CARSFO,JoneCo01
19118,D.J. Jones,6-0,2017,2023,22-28,92,77.0,6-0,305.0,41.4,DT,DENSFO,JoneD.01
19119,Daryll Jones,6-0,1984,1987,22-25,25,2.0,6-0,190.0,25.8,DB,DENGNB,JoneDa23
19120,David Jones,6-0,2007,2012,22-27,59,12.0,6-0,196.0,26.6,DB,CINJAXWAS,JoneDa99
19121,Donald Jones,6-0,2010,2012,23-25,35,22.0,6-0,214.0,29.0,WR,BUF,JoneDo00
19122,Don Jones,6-0,1992,1993,23-24,8,0.0,6-0,231.0,31.3,LB,NYJ,JoneDo20
19123,Earl Jones,6-0,1980,1983,23-26,57,0.0,6-0,178.0,24.1,DB,ATL,JoneEa20
19124,Ed Jones,6-0,1975,1975,23,12,12.0,6-0,185.0,25.1,SS,BUF,JoneEd20
19125,Ellis Jones,6-0,1945,1945,24,8,0.0,6-0,190.0,25.8,,BOS,JoneEl20
19126,Elmer Jones,6-0,1946,1948,26-28,31,3.0,6-0,224.0,30.4,,BUFDET,JoneEl21
19127,Gene Jones,6-0,1961,1961,25,1,0.0,6-0,200.0,27.1,LB,HOU,JoneGe20
19128,Gordon Jones,6-0,1979,1983,22-26,61,26.0,6-0,190.0,25.8,WR,RAMTAM,JoneGo00
19129,Greg Jones,6-0,2011,2012,23-24,22,5.0,6-0,240.0,32.5,MLB,JAXNYG,JoneGr02
19130,Hassan Jones,6-0,1986,1993,22-29,108,56.0,6-0,198.0,26.9,WR,KANMIN,JoneHa00
19131,Harvey Jones,6-0,1944,1947,23-26,23,10.0,6-0,175.0,23.7,,RAMWAS,JoneHa21
19132,Isaac Jones,6-0,1999,2000,24-25,2,1.0,6-0,190.0,25.8,WR,IND,JoneIs00
19133,Jim Jones,6-0,1946,1946,26,2,0.0,6-0,175.0,23.7,,DET,JoneJi20
19134,Joseph Jones,6-0,2017,2023,23-29,77,0.0,6-0,231.0,31.3,LB,DENTEN,JoneJo05
19135,Julian Jones,6-0,2002,2002,24,2,0.0,6-0,190.0,25.8,DB,PHI,JoneJu20
19136,LaCurtis Jones,6-0,1996,1996,24,10,0.0,6-0,200.0,27.1,LB,TAM,JoneLa20
19137,Lew Jones,6-0,1943,1943,31,10,7.0,6-0,215.0,29.2,RG,BKN,JoneLe24
19138,Nic Jones,6-0,2023,2023,22,9,0.0,6-0,189.0,25.6,CB,KAN,JoneNi00
19139,Reggie Jones,6-0,1995,2001,24-30,21,2.0,6-0,175.0,23.7,WR,CARSDG,JoneRe00
19140,Reno Jones,6-0,1922,1922,25,4,2.0,6-0,195.0,26.4,,TOL,JoneRe21
19141,Rod Jones,6-0,1986,1996,22-32,144,106.0,6-0,185.0,25.1,LCB,CINTAM,JoneRo22
19142,Selwyn Jones,6-0,1993,1996,23-26,47,4.0,6-0,192.0,26.0,DB,CLENORSEA,JoneSe21
19143,Sidney Jones,6-0,2017,2023,21-27,60,27.0,6-0,181.0,24.5,LCB,CINJAXLVRPHISEA,JoneSi00
19144,Steve Jones,6-0,1973,1978,22-27,77,14.0,6-0,200.0,27.1,RB,BUFSTL,JoneSt00
19145,T.J. Jones,6-0,2015,2019,23-27,45,9.0,6-0,190.0,25.8,WR,DETNYG,JoneT.00
19146,Taiwan Jones,6-0,2011,2023,23-35,139,0.0,6-0,195.0,26.4,RB,BUFHOUNYGOAK,JoneTa00
19147,Tyrone Jones,6-0,1988,1988,27,1,0.0,6-0,220.0,29.8,LB,PHO,JoneTy20
19148,Velus Jones Jr.,6-0,2022,2023,25-26,26,2.0,6-0,200.0,27.1,WR,CHI,JoneVe00
19149,Buford Jordan,6-0,1986,1992,24-30,75,30.0,6-0,223.0,30.2,RB,NOR,JordBu00
19150,Donald Jordan,6-0,1984,1984,22,13,0.0,6-0,210.0,28.5,RB,CHI,JordDo20
19151,Bud Jorgensen,6-0,1934,1935,23-24,21,4.0,6-0,205.0,27.8,,GNBPHI,JorgBu20
19152,Brandon Joseph,6-0,2023,2023,22,2,0.0,6-0,200.0,27.1,S,DET,JoseBr00
19153,Greg Joseph,6-0,2018,2023,24-29,67,0.0,6-0,206.0,27.9,K,CLEMINTEN,JoseGr00
19154,Michael Joseph,6-0,2021,2021,26,1,0.0,6-0,194.0,26.3,DB,CHI,JoseMi00
19155,Ricot Joseph,6-0,2002,2002,24,6,0.0,6-0,185.0,25.1,DB,WAS,JoseRi20
19156,Vance Joseph,6-0,1995,1996,23-24,17,6.0,6-0,202.0,27.4,RCB,INDNYJ,JoseVa20
19157,Larry Joyner,6-0,1987,1987,23,1,0.0,6-0,207.0,28.1,LB,HOU,JoynLa20
19158,Bhawoh Jue,6-0,2001,2007,22-28,79,27.0,6-0,200.0,27.1,DB,ARIGNBSDGSTL,JuexBh20
19159,Cato June,6-0,2003,2009,24-30,89,73.0,6-0,227.0,30.8,RLB,CHIINDTAM,JuneCa99
19160,Gregory Junior,6-0,2022,2023,23-24,10,0.0,6-0,190.0,25.8,CB,JAX,JuniGr00
19161,Nate Kaeding,6-0,2004,2012,22-30,115,0.0,6-0,187.0,25.4,K,MIASDG,kaedinat01
19162,Jason Kaiser,6-0,1998,1999,25-26,1,0.0,6-0,190.0,25.8,DB,DALKAN,KaisJa20
19163,Jim Kalafat,6-0,1987,1987,25,1,0.0,6-0,235.0,31.9,LB,RAM,KalaJi20
19164,Ed Kallina,6-0,1928,1928,27,4,0.0,6-0,205.0,27.8,,CHI,KallEd20
19165,Joshua Kalu,6-0,2018,2022,23-27,44,5.0,6-0,203.0,27.5,DB,TEN,KaluJo00
19166,John Kamana,6-0,1984,1987,23-26,5,1.0,6-0,230.0,31.2,RB,ATLRAM,KamaJo20
19167,Sam Kamara,6-0,2021,2023,24-26,11,0.0,6-0,272.0,36.9,LB,CHICLE,KamaSa00
19168,Jim Kamp,6-0,1932,1933,25-26,22,10.0,6-0,210.0,28.5,LT,BOSSIS,KampJi20
19169,Herb Kane,6-0,1944,1945,24-25,8,0.0,6-0,220.0,29.8,,NYG,KaneHe20
19170,Al Kanya,6-0,1931,1932,23-24,23,20.0,6-0,200.0,27.1,LT,SIS,KanyAl20
19171,John Kapele,6-0,1960,1962,23-25,38,0.0,6-0,240.0,32.5,DT,PHIPIT,KapeJo20
19172,Carl Kaplanoff,6-0,1939,1939,22,11,6.0,6-0,235.0,31.9,RG,BKN,KaplCa20
19173,Alex Kapter,6-0,1946,1946,24,6,0.0,6-0,205.0,27.8,,CLE,KaptAl20
19174,Jim Karcher,6-0,1936,1939,22-25,42,33.0,6-0,207.0,28.1,RG,BOSWAS,KarcJi20
19175,Carl Karilivacz,6-0,1953,1960,23-30,85,71.0,6-0,188.0,25.5,DB,DETNYGRAM,KariCa20
19176,Rich Karlis,6-0,1982,1990,23-31,120,0.0,6-0,180.0,24.4,K,DENDETMIN,karliric01
19177,Jack Karwales,6-0,1947,1947,27,2,0.0,6-0,215.0,29.2,,CRD,KarwJa20
19178,Karl Kassulke,6-0,1963,1972,22-31,131,106.0,6-0,195.0,26.4,SS,MIN,KassKa00
19179,Jerry Kauric,6-0,1990,1990,27,14,0.0,6-0,210.0,28.5,K,CLE,kaurijer01
19180,Zak Keasey,6-0,2005,2008,23-26,20,3.0,6-0,235.0,31.9,LB,SFOWAS,KeasZa20
19181,Joe Keeble,6-0,1937,1937,28,7,2.0,6-0,190.0,25.8,,RAM,KeebJo20
19182,John Keith,6-0,2000,2003,23-26,23,8.0,6-0,207.0,28.1,DB,SFO,KeitJo20
19183,Ernie Kellermann,6-0,1966,1973,23-30,105,76.0,6-0,183.0,24.8,FS,BUFCINCLE,KellEr00
19184,Leroy Kelly,6-0,1964,1973,22-31,136,110.0,6-0,202.0,27.4,RB,CLE,KellLe00
19185,Mark Kellar,6-0,1976,1978,24-26,33,0.0,6-0,225.0,30.5,RB,MIN,KellMa00
19186,Mike Kellogg,6-0,1966,1967,24-25,10,0.0,6-0,220.0,29.8,FB,DEN,KellMi01
19187,Robert Kelley,6-0,2016,2018,24-26,24,16.0,6-0,229.0,31.1,RB,WAS,KellRo00
19188,Rob Kelly,6-0,1997,2000,23-26,60,12.0,6-0,199.0,27.0,DB,NOR,KellRo20
19189,Bobby Kemp,6-0,1981,1987,22-28,95,81.0,6-0,189.0,25.6,FS,CINTAM,KempBo20
19190,Charlie Kempinska,6-0,1960,1960,22,10,1.0,6-0,235.0,31.9,G,LAC,KempCh20
19191,Jeff Kemp,6-0,1981,1991,22-32,96,29.0,6-0,201.0,27.3,QB,PHIRAMSEASFO,KempJe00
19192,Derion Kendrick,6-0,2022,2023,22-23,32,18.0,6-0,190.0,25.8,DB,LAR,KendDe00
19193,Eric Kendricks,6-0,2015,2023,23-31,132,127.0,6-0,232.0,31.5,LILB,LACMIN,KendEr00
19194,Jim Kendrick,6-0,1922,1927,29-34,47,31.0,6-0,195.0,26.4,WB,BUFCANCHIHAMLOUNYGRCHRIITOL,KendJi20
19195,Vince Kendrick,6-0,1974,1976,22-24,15,1.0,6-0,231.0,31.3,RB,ATLTAM,KendVi00
19196,Bob Kennedy,6-0,1949,1949,21,10,1.0,6-0,178.0,24.1,,LAD,KennBo21
19197,George Kennard,6-0,1952,1955,24-27,48,27.0,6-0,210.0,28.5,RG,NYG,KennGe20
19198,George Kenneally,6-0,1926,1935,24-33,89,72.0,6-0,190.0,25.8,LE,BOSCRDPHIPOT,KennGe21
19199,Mike Kennedy,6-0,1983,1984,24-25,23,7.0,6-0,195.0,26.4,DB,BUFHOU,KennMi20
19200,Tom Kennedy,6-0,1944,1944,24,2,0.0,6-0,218.0,29.6,,DET,KennTo20
19201,Bill Kern,6-0,1929,1930,23-24,18,12.0,6-0,187.0,25.4,,GNB,KernBi20
19202,Bill Kerr,6-0,1946,1946,31,11,1.0,6-0,220.0,29.8,,LAD,KerrBi20
19203,Jim Kerr,6-0,1961,1962,22-23,24,17.0,6-0,195.0,26.4,FS,WAS,KerrJi20
19204,Joe Kerridge,6-0,2016,2017,24-25,12,0.0,6-0,246.0,33.4,RB,GNB,KerrJo00
19205,Ken Keuper,6-0,1945,1948,27-30,38,4.0,6-0,207.0,28.1,,GNBNYG,KeupKe20
19206,Brady Keys,6-0,1961,1968,25-32,100,86.0,6-0,185.0,25.1,RCB,MINPITSTL,KeysBr00
19207,Darvin Kidsy,6-0,2018,2019,23-24,5,0.0,6-0,180.0,24.4,WR,WAS,KidsDa00
19208,Blair Kiel,6-0,1984,1991,23-30,25,3.0,6-0,209.0,28.3,QB,GNBINDTAM,KielBl00
19209,Kelvin Kight,6-0,2004,2006,22-24,5,1.0,6-0,213.0,28.9,WR,GNBNWE,KighKe00
19210,George Kiick,6-0,1940,1945,23-28,17,7.0,6-0,200.0,27.1,FB,PIT,KiicGe20
19211,Roger Kiley,6-0,1923,1923,23,11,11.0,6-0,180.0,24.4,LE,CRD,KileRo20
19212,Billy Kilmer,6-0,1961,1978,22-39,170,124.0,6-0,204.0,27.7,QB,NORSFOWAS,KilmBi00
19213,Ethan Kilmer,6-0,2006,2006,23,16,0.0,6-0,204.0,27.7,WR,CIN,KilmEt00
19214,Billy Kinard,6-0,1956,1960,23-27,45,26.0,6-0,189.0,25.6,HB,BUFCLEGNB,KinaBi20
19215,Keith Kinderman,6-0,1963,1965,23-25,15,3.0,6-0,221.0,30.0,FB,HOUSDG,KindKe00
19216,Shine Kinderdine,6-0,1924,1924,31,1,0.0,6-0,195.0,26.4,,DAY,KindSh20
19217,Carlos King,6-0,1998,1998,25,1,0.0,6-0,230.0,31.2,RB,PIT,KingCa00
19218,Charlie King,6-0,1966,1969,23-26,51,14.0,6-0,184.0,25.0,DB,BUFCIN,KingCh20
19219,Don King,6-0,1987,1987,23,1,0.0,6-0,200.0,27.1,DB,GNB,KingDo21
19220,Ed King,6-0,1948,1950,23-25,31,11.0,6-0,217.0,29.4,,BCLBUF,KingEd20
19221,Marquette King,6-0,2013,2018,25-30,84,0.0,6-0,195.0,26.4,P,DENOAK,KingMa00
19222,Ralph King,6-0,1924,1925,23-24,11,8.0,6-0,250.0,33.9,RG,CHIRAC,KingRa20
19223,Bo Kirkland,6-0,1935,1936,23-24,23,17.0,6-0,215.0,29.2,RG,BKN,KirkBo20
19224,George Kirk,6-0,1926,1926,25,7,7.0,6-0,205.0,27.8,C,BUF,KirkGe20
19225,David Kirtman,6-0,2007,2008,24-25,7,0.0,6-0,230.0,31.2,RB,SEASFO,KirtDa00
19226,Micah Kiser,6-0,2018,2021,23-26,36,11.0,6-0,244.0,33.1,LILB,DENLAR,KiseMi00
19227,Ben Kish,6-0,1940,1949,23-32,83,37.0,6-0,207.0,28.1,FB,BKNPHI,KishBe20
19228,Lee Kizzire,6-0,1937,1937,22,7,0.0,6-0,200.0,27.1,,DET,KizzLe20
19229,Earl Klapstein,6-0,1946,1946,24,9,0.0,6-0,220.0,29.8,,PIT,KlapEa20
19230,John Klasnic,6-0,1948,1948,21,1,0.0,6-0,185.0,25.1,,BDA,KlasJo20
19231,Qwuantrezz Knight,6-0,2023,2023,26,6,0.0,6-0,199.0,27.0,S,ARI,KnigQw00
19232,Roger Knight,6-0,2001,2004,23-26,48,2.0,6-0,245.0,33.2,LB,NOR,KnigRo20
19233,Sammy Knight,6-0,1997,2008,22-33,183,168.0,6-0,205.0,27.8,SS,JAXKANMIANORNYG,KnigSa00
19234,Tom Knight,6-0,1997,2003,23-29,73,54.0,6-0,202.0,27.4,DB,ARIBAL,KnigTo20
19235,Oscar Knop,6-0,1920,1927,24-31,85,61.0,6-0,191.0,25.9,FB,CHICHTHAM,KnopOs20
19236,Johnny Knox,6-0,2009,2011,23-25,45,27.0,6-0,185.0,25.1,WR,CHI,KnoxJo00
19237,Sam Knox,6-0,1934,1936,24-26,31,17.0,6-0,213.0,28.9,LG,DET,KnoxSa20
19238,Mickey Kobrosky,6-0,1937,1937,22,7,0.0,6-0,187.0,25.4,,NYG,KobrMi20
19239,George Koch,6-0,1945,1947,26-28,18,4.0,6-0,200.0,27.1,,BUFRAM,KochGe20
19240,Vic Koegel,6-0,1974,1974,22,6,0.0,6-0,215.0,29.2,LB,CIN,KoegVi20
19241,Marshall Koehn,6-0,2017,2017,25,1,0.0,6-0,200.0,27.1,K,CIN,KoehMa00
19242,Floyd Konetsky,6-0,1944,1947,24-27,24,11.0,6-0,197.0,26.7,LE,BCLRAM,KoneFl20
19243,Dave Kopay,6-0,1964,1972,22-30,111,13.0,6-0,218.0,29.6,RB,DETGNBNORSFOWAS,KopaDa00
19244,Joe Kopcha,6-0,1929,1936,24-31,72,56.0,6-0,221.0,30.0,RG,CHIDET,KopcJo20
19245,R.J. Kors,6-0,1991,1993,25-27,37,3.0,6-0,195.0,26.4,DB,CINNYJ,KorsR.20
19246,Michael Kostiuk,6-0,1941,1945,22-26,7,3.0,6-0,212.0,28.7,,DETRAM,KostMi20
19247,Ed Kovac,6-0,1960,1962,22-24,16,3.0,6-0,195.0,26.4,HB,BALNYT,KovaEd00
19248,Walt Kowalczyk,6-0,1958,1961,23-26,40,16.0,6-0,208.0,28.2,FB,DALOAKPHI,KowaWa00
19249,Nick Kowgios,6-0,1987,1987,25,3,0.0,6-0,216.0,29.3,RB,DET,KowgNi20
19250,Mike Kozlowski,6-0,1979,1986,23-30,91,3.0,6-0,196.0,26.6,DB,MIA,KozlMi20
19251,Fritz Kramer,6-0,1927,1927,24,10,6.0,6-0,230.0,31.2,LG,NYY,KramFr20
19252,Jack Kramer,6-0,1946,1946,24,13,2.0,6-0,220.0,29.8,,BUF,KramJa20
19253,Bill Krause,6-0,1938,1938,24,2,1.0,6-0,210.0,28.5,,RAM,KrauBi20
19254,Larry Krause,6-0,1970,1974,22-26,51,0.0,6-0,208.0,28.2,RB,GNB,KrauLa00
19255,Joe Krejci,6-0,1934,1934,28,1,0.0,6-0,190.0,25.8,,CRD,KrejJo20
19256,Karl Kremser,6-0,1969,1970,24-25,15,0.0,6-0,175.0,23.7,K,MIA,KremKa20
19257,Joe Kresky,6-0,1932,1935,26-29,37,29.0,6-0,215.0,29.2,LG,BOSPHIPIT,KresJo20
19258,Frank Kring,6-0,1945,1945,27,4,2.0,6-0,190.0,25.8,,DET,KrinFr20
19259,Frank Kristufek,6-0,1940,1941,25-26,22,9.0,6-0,209.0,28.3,,BKN,KrisFr20
19260,Joe Krol,6-0,1945,1945,26,2,0.0,6-0,200.0,27.1,,DET,KrolJo20
19261,Al Krueger,6-0,1941,1946,22-27,28,3.0,6-0,190.0,25.8,,LADWAS,KrueAl21
19262,Todd Krumm,6-0,1988,1988,23,15,0.0,6-0,189.0,25.6,DB,CHI,KrumTo20
19263,Larry Krutko,6-0,1958,1960,23-25,25,7.0,6-0,220.0,29.8,FB,PIT,KrutLa00
19264,Gary Kubiak,6-0,1983,1991,22-30,119,5.0,6-0,192.0,26.0,QB,DEN,KubiGa00
19265,Bert Kuczynski,6-0,1943,1946,23-26,5,1.0,6-0,196.0,26.6,,DETPHI,KuczBe20
19266,Rudy Kuechenberg,6-0,1967,1971,24-28,54,10.0,6-0,215.0,29.2,LB,ATLCHICLEGNB,KuecRu20
19267,John Kuhn,6-0,2006,2017,24-35,166,36.0,6-0,250.0,33.9,FB,GNBNORPIT,KuhnJo00
19268,Oscar Kuhner,6-0,1920,1921,21-22,17,11.0,6-0,200.0,27.1,LT,COL,KuhnOs20
19269,Joe Kulbacki,6-0,1960,1960,22,14,0.0,6-0,185.0,25.1,HB,BUF,KulbJo00
19270,Rod Kush,6-0,1980,1985,24-29,66,9.0,6-0,188.0,25.5,DB,BUFHOU,KushRo20
19271,Bill Kuusisto,6-0,1941,1946,23-28,54,25.0,6-0,228.0,30.9,LG,GNB,KuusBi20
19272,Rip Kyle,6-0,1925,1926,26-27,15,13.0,6-0,240.0,32.5,,CAN,KyleRi20
19273,Galen Laack,6-0,1958,1958,27,8,1.0,6-0,230.0,31.2,G,PHI,LaacGa20
19274,Mike Labinjo,6-0,2004,2005,24-25,10,1.0,6-0,241.0,32.7,LB,INDPHI,LabiMi20
19275,Ken Lacy,6-0,1984,1987,24-27,20,5.0,6-0,222.0,30.1,RB,KAN,LacyKe00
19276,Bill LaFleur,6-0,2002,2003,26-27,21,0.0,6-0,204.0,27.7,P,SFO,LaFlBi20
19277,Joe LaFleur,6-0,1922,1924,24-26,27,12.0,6-0,223.0,30.2,RG,CHI,LaFlJo20
19278,Hal Lahar,6-0,1941,1948,22-29,47,30.0,6-0,225.0,30.5,,BUFCHI,LahaHa20
19279,Scott Laidlaw,6-0,1975,1980,22-27,74,16.0,6-0,206.0,27.9,RB,DALNYG,LaidSc00
19280,Porter Lainhart,6-0,1933,1933,26,1,0.0,6-0,180.0,24.4,,PHI,LainPo20
