city_coords,sf_distance,ny_distance
"19.5805068,-71.1666076",5324.04687595622,2358.303969192795
"19.2036865,-69.3389611",5506.98959466692,2425.653420379072
"18.5550355,-69.4060738",5541.155946260776,2495.340127427406
"11.6038399,-83.56138138247925",4828.687784045649,3358.783405193967
"18.3366391,-66.9911316",5766.057840485048,2569.6811283724765
"18.5043607,-69.15638978208045",5566.126387244771,2505.188272379662
"-37.8752637,145.1281258",12635.740481657494,16660.24401076451
"10.258136,-68.0120991",6209.288290949369,3425.540961712178
"21.7322483,-79.62330349686954",4457.440660700689,2170.2297503248415
"18.0530354,-66.5058763",5826.166300291452,2612.5899647043225
"45.9145042,12.8565956",9717.32945236792,6708.637349034756
"10.4495706,-64.1578046",6526.863719455277,3490.4077038440355
"19.74620135,-71.01497835098459",5327.163654962909,2341.771804899022
"10.6245157,-66.435741",6318.852020687029,3415.9358290659356
"20.3734356,-76.6492015",4798.134455775834,2268.883429317485
"9.5007043,-63.3094669",6664.82911642626,3615.677656329936
"52.0892832,5.2276307",8834.207150918952,5910.863011872214
"12.5268736,-70.0356845",5880.215304634748,3147.347723636551
"23.1534283,-81.9225504",4173.248188550382,2083.746477224314
"56.1621073,15.5866422",8866.872779790447,6354.3738289923
"53.779362,-7.4910079",8105.335638811897,5038.69745032365
"44.40726,8.9338624",9676.87418376711,6518.34367139345
"19.533652500000002,-71.04164764909338",5337.837796111526,2364.8539899728385
"35.6821936,139.762221",8284.819977754452,10870.825922836222
"50.2668671,-119.2718157",1410.4295471360072,3632.101122969976
"52.0553813,-2.7151735",8470.729481585164,5396.6299559384415
"44.230687,-76.481323",3878.828046828609,440.5607647456234
"22.2793278,114.1628131",11118.627865847664,12979.777874960748
"19.0564521,-69.3869584",5511.835135903126,2440.8943423733012
"19.4107905,-71.1503891",5335.882173537228,2377.1664335383844
"34.5260109,69.1776838",11910.678260996445,10863.298123898552
"17.7439481,-64.7079823",6003.061701375373,2697.7166503702024
"53.4071991,-2.99168",8351.510443753457,5338.116627397738
"19.3501788,-70.003435148003",5439.859082542201,2398.781769704734
"8.8835312,-79.7799505",5336.006517041052,3572.269833389734
"18.1127526,-66.1663362",5852.230206738992,2615.337029179591
"53.4877463,-2.2891921",8378.316897189177,5380.824782165116
"43.699971000000005,-79.33251996261595",3656.2405230410855,550.7928687567584
"49.6651238,-103.854034",1985.9103200469424,2526.581771943869
"18.2582317,-70.16229834846351",5493.63270815379,2516.172929166107
"10.1123858,-63.103437",6640.8704363854185,3556.5074433596496
"18.8732633,-71.5225895",5336.654259002548,2432.6303974622297
"11.756423,-86.0530799",4622.479959638745,3418.871962027481
"18.4426255,-66.2545652",5824.10160872436,2577.65565116125
"19.5243903,-70.7531639",5363.618759686726,2369.3095235591486
"22.2020234,-84.0829154",4045.2257851211193,2261.065058776648
"-16.9206657,145.7721854",11300.77993708101,15387.322102835806
"46.1382112,-60.1941912",5107.828801191135,1268.0239732220011
"36.793693250000004,27.084826562878217",11175.00545003525,8259.527914926126
"23.12889455,-82.37275552277765",4135.8030255934655,2101.68953202638
"38.6593167,-27.2195578",7905.755334678447,3972.23186063222
"9.3148173,-70.6081655",6055.790868495445,3494.7708047533947
"19.7177718,-71.4448113076119",5291.334781392532,2340.2860112461453
"21.747668599999997,-78.72955802004637",4533.869274070481,2149.5196700962792
"20.2126686,-75.9973941",4864.562918823983,2280.6258997743007
"19.566874499999997,-70.08877480904064",5419.130996365346,2373.7567942293467
"9.2706687,-79.9182296",5295.445064179452,3532.1349517891904
"53.8636612,-1.6850787",8376.75728644862,5408.211678154322
"10.9611724,-64.1523858",6492.6063562938825,3435.7846273861446
"8.1028532,-63.5469562",6740.842488994987,3758.4977802037542
"22.7223269,-80.90471691977469",4286.948270766262,2097.478962699593
"44.0480442,-77.0505246",3835.471268433204,447.2746348149272
"20.8151477,-102.758809",2668.761214373732,3499.0527686858236
"18.9952542,-71.6959479",5313.961995506973,2417.6146437833636
"19.580638200000003,-69.98022765697885",5427.790580901679,2373.89588804134
"9.5832311,-69.2239795",6153.533159670177,3481.0781802488864
"10.1423523,-66.8559938",6316.052586939487,3459.5801336576483
"19.6630773,-71.5080864",5289.156053463396,2345.695393684483
"19.1236929,-70.3006027",5427.799034182778,2419.288106304604
"9.9299814,-69.6195814",6095.644584775496,3437.889256424301
"17.0,-96.5",3423.1084701878817,3402.668200610654
"18.8961231,-70.3903339",5434.018718759507,2443.0326938288295
"19.1825698,-70.109955",5440.838206782487,2415.5588410280357
"27.9216441,-110.8994059",1532.8007292134043,3646.6998523894704
"6.2697018,-75.60252574475943",5869.098600813363,3818.701069896165
"18.64833255,-69.49568231759498",5527.53540695541,2483.645248451836
"18.0177118,-66.7899651",5803.46572361444,2609.0331860108154
"18.471975,-66.7161704",5781.802272661004,2562.1581312597423
"25.6802019,-100.315258",2477.2134851036576,2947.299026223298
"20.2353676,-77.2821691",4751.913961042071,2291.476406856893
"57.1482429,-2.0928095",8100.3588792555165,5295.567337170495
"22.7553667,121.1506",10584.166537643132,12805.921946223849
"20.91155765,-75.78919775863332",4839.8274137626295,2201.878835383397
"18.46353335,-66.09781820417606",5836.566513255713,2579.775700297446
"8.4371469,-82.4286281",5162.890239879943,3671.705706410221
"9.9397059,-67.4236751",6281.597135634087,3470.719020667905
"22.99212565,120.18524956251079",10635.740335397682,12801.230926433822
"22.630583,120.3438175204031",10652.633568973775,12837.059260523847
"12.5220422,-86.8598895",4500.489834348666,3367.0528992654163
"11.6931716,-70.1917178",5924.158705456644,3237.2163521428274
"10.2600685,-66.6896296",6322.162587444052,3450.165212387297
"35.0643095,126.9864311",9233.820723973286,11344.0515584794
"37.456,126.7052",9075.927239160015,11095.76368662403
"35.8237631,127.1472805",9166.840387441242,11259.04945579705
"14.5906346,120.9799964",11229.414611731292,13690.534244966311
"17.7118497,-64.8813621",5989.839651088494,2695.6635084842233
"20.9535886,-76.9647769",4735.144509479457,2208.5775809860925
"42.1013315,-83.1086458",3364.0372674297423,776.1826219822163
"43.7590121,-80.4614994",3565.0439689860755,630.925247685458
"51.897077,-8.4654674",8194.155610212905,5018.613484001127
"50.2849138,-107.7984496",1811.50050776306,2817.289981680618
"43.5460516,-80.2493276",3583.8317750037672,604.326885643364
"17.9642689,-66.0617022",5870.61658148264,2634.0905099723723
"43.2661904,-79.9546341",3610.17034563567,568.4895145324837
"19.650998350000002,-70.79298720485",5352.389326841919,2354.89830150626
"10.4620171,-67.7680815",6215.978174304176,3407.509821797608
"18.4594766,-66.2618846",5822.420694324099,2575.6535042714913
"54.596391,-5.9301829",8120.60839614728,5119.994410075304
"21.9668281,-84.1475508",4054.351048387592,2287.682819924174
"18.85675955,-70.06642542536076",5464.748946800509,2451.910292563069
"43.9717581,-79.2454446",3660.8423518630807,563.2297528546361
"9.399272,-82.49361851828186",5082.528841134847,3569.0978062373824
"21.17865905,-97.75611682038293",3000.943564857686,3117.237618172022
"46.0985679,-64.8004265",4759.8741448139135,954.9821854991546
"18.4293473,-66.0601583",5841.977796975008,2584.480911056662
"32.6405247,-115.474899",850.5930631774102,3776.482050848782
"22.6862471,-82.2947472",4169.062968929571,2145.159081355142
"52.23433665,-0.9028072768185829",8543.309285466315,5509.647612252017
"45.4325141,-73.6292667",4090.128779445733,525.2280080332483
"22.7932961,-82.5072713",4144.297185243599,2141.331328030378
"49.9903309,-117.3771836",1415.6054662543988,3496.769878443501
"19.3347027,-70.6155945",5387.283027558314,2391.8967692485817
"22.6269536,-101.7147922",2595.5255648462994,3280.9669387383983
"18.26913065,-70.2103608972549",5488.758697186875,2514.3081263149897
"19.4481122,-70.30680046655556",5407.321539038453,2383.610086741495
"23.0738923,-82.4305092",4134.096160257616,2109.436646668901
"20.1867606,-75.8507389",4878.882717495394,2282.3742216176124
"22.9265991,-82.6887203",4120.643916529346,2133.8953182088694
"18.4841598,-66.8446583",5769.783625008856,2557.533617417615
"52.661252,-8.6301239",8129.872646884523,4989.491870994848
"12.2071204,-83.03559523300783",4824.556072697697,3279.986783051745
"45.2787992,-66.0585188",4679.717508839995,822.3166714253815
"34.54158,135.599097",8664.792036119734,11139.332221045255
"10.395075,-71.4414049",5909.027175441391,3368.605261568948
"49.8490413,7.8626661",9144.430622927272,6178.045706120788
"43.8801166,-79.4392925",3646.092054559625,569.4625815313851
"7.9806127,-80.4374287",5353.73400828681,3681.8533296869264
"18.566917099999998,-68.95110892826828",5580.194676971475,2502.079517392043
"48.8362705,10.0931765",9331.54972553763,6372.693242689156
"18.3578671,-66.1120141",5841.836435984901,2590.657452755287
"18.9474297,-69.7916445",5483.15940884203,2446.1496171787167
"18.5907541,-69.8430106",5500.762720014581,2484.4036879956348
"18.5007536,-67.0237422",5753.058493500207,2551.2167756223325
"10.5916461,-71.5192435",5888.585753196369,3346.343170734664
"18.4297923,-67.1542201",5746.00375518682,2555.619086739256
"18.0807012,-66.3565542",5837.538879334393,2613.597412550649
"18.48030875,-66.82254739448042",5771.959997098244,2558.5140716348164
"7.65163785,-80.31489041885015",5388.939242170389,3715.725908133766
"20.0214637,-75.8294928",4890.953627795518,2300.476217152743
"19.2926169,-70.2338262",5423.241991107899,2401.7002181821517
"23.7234262,-106.778751",2154.742988198768,3586.641462269801
"49.4721147,-123.763124",1304.0790863834502,3959.072336112142
"10.118822949999998,-66.87543808136985",6316.016187813937,3461.7493760209645
"18.2120824,-65.7353205",5883.892162646077,2616.907199797422
"8.3971129,-82.3223443",5174.266619156228,3673.665724964366
"21.197504,-76.6018039",4751.830195286699,2177.6179835215507
"8.7509361,-75.8786806",5660.109993001593,3545.822882489327
"22.9613562,-82.1518012",4164.876717843301,2111.552286736371
"18.83819065,-69.83659838045718",5485.980755264955,2457.4074199776696
"22.806031,-80.0720426",4354.12223767869,2065.6885903806997
"22.921416,-81.5399882",4220.122992108016,2095.6803960746633
"19.6277687,-70.95965613199844",5339.238785638864,2355.445452069448
"51.8500947,-8.294279",8206.46852326756,5031.269703131674
"18.7698357,-70.0248777",5473.7624806472695,2462.0488325339243
"4.90199215,-75.70131910681533",5966.071070564528,3970.2559008935
"53.9217979,-7.8653154",8076.3618844686,5011.42187052804
"52.1061973,-9.7867881",8110.184102652172,4925.004100285555
"50.2839689,22.5243227",9663.875634937893,7076.813468555816
"22.7963502,-81.5380832",4227.752867891811,2108.799398706199
"22.5243036,-79.4719441",4422.911395539583,2081.255134649514
"15.493638650000001,-88.00776696107931",4183.359761503288,3105.8319190924967
"46.230203,-73.534927",4089.3982362010447,614.1749453860733
"23.0916177,-102.9333954",2471.013681936969,3336.424070444967
"19.394647,-70.5261566",5391.419166391626,2386.480740920806
"12.535434,-70.0049851",5882.256226321497,3146.7783468045923
"20.1431797,-75.2034783",4937.752476747586,2283.298490791005
"18.773168499999997,-96.20588646956678",3302.875529805333,3224.887904584859
"18.7529093,-69.6365956",5508.739287971607,2469.903218776234
"50.3340225,-103.9457348",2023.8692472760335,2549.081646005726
"58.0340071,12.7769271",8599.023190251652,6114.403516917911
"9.7879416,-69.7915652",6091.098120779766,3451.4145652948737
"10.2200088,-64.4803463",6514.703262307516,3506.3700549281793
"10.0925438,-64.6299506",6510.535027664485,3516.1556362288034
"10.4267152,-66.8411633",6297.6951887153145,3428.9626957242835
"18.671553,-70.1741865",5466.821600129742,2470.6652695898856
"19.5397664,-70.7893364",5359.514723509041,2367.171119945163
"9.3100028,-64.4845643",6576.807580359293,3604.032913416812
"29.3333331,-110.6666671",1435.809283998801,3545.05774769653
"10.1740211,-68.2578551",6194.194408346339,3430.6526811774675
"-31.9558933,115.8605855",14741.63622299325,18700.451784672015
"20.04813265,-102.78216369078386",2731.869005786865,3561.8099933847816
"52.3730796,4.8924534",8795.281245501887,5878.148303992649
"18.3542408,-66.007377",5851.241035235796,2593.9801672437857
"18.7854167,-69.0196781460269",5560.677776796106,2477.0026802395314
"19.6494842,-71.1030359",5325.37795708407,2351.4133795003213
"26.2122345,127.6791452",9840.33608130352,12265.162730634622
"8.2750351,-62.7558263",6796.844129164768,3762.513001219096
"23.12554,-82.3048643",4141.865870352537,2099.6736424470087
"18.5055406,-69.9224899",5499.122354681906,2492.5338268339033
"18.4570748,-69.61487003494634",5529.003308756877,2502.6148210311553
"18.9086766,-70.2773458",5443.110146193712,2443.2034820370295
"51.31614545,-2.202432312992854",8554.09584529204,5454.312860555111
"18.26380545,-66.50827910425036",5812.89273547689,2589.9374776514114
"42.684563,-81.7993229",3465.8081692962182,684.3755542964877
"52.0226781,9.3184366",9013.139455641684,6172.838001826068
"20.6720375,-103.338396",2641.6278462993614,3552.7020208095205
"10.6493808,-63.2542332",6591.3974010314605,3494.8579041333583
"8.1739775,-69.97555523248431",6190.487380192871,3626.862786474629
"53.3131646,-6.2469919",8201.371897309564,5130.270717338643
"43.513671,-79.882817",3613.650843405455,576.855348095178
"49.8511143,-99.9608924",2235.99724672508,2259.7778045960204
"20.7521089,-76.0259693",4828.954104797835,2221.310174353889
"10.2534632,-75.3427213",5593.675907654532,3377.3577266785705
"33.5680384,133.5394221",8880.967157686491,11309.793972685397
"34.5289178,135.5015548",8672.733061844903,11144.027518083543
"10.7433172,106.612647",12609.530071854131,14306.826040541104
"31.7196106,131.0612029",9190.75380295997,11582.2219260578
"19.43262465,-71.61809765250871",5293.704674099539,2370.0697558124184
"48.7784485,9.1800132",9297.159508229242,6315.206800426452
"20.09460555,-101.89873648136233",2787.8273844330974,3494.700763900575
"8.0219748,-72.02057631915832",6031.016476841147,3626.947020269637
"22.600313,-80.3370802",4343.375161418441,2094.6779666209873
"26.0907673,-98.2788191",2613.161420459272,2764.305559623721
"19.43666345,-71.57037367320032",5297.621338247503,2370.0653291332596
"6.0383525,-63.45439437725708",6893.517348003697,3982.462662527481
"17.9850901,-66.1135657",5864.776300245244,2630.4333709467132
"21.3575784,-77.9113339",4628.440223879552,2177.518300215716
"9.0407855,-69.7412593",6148.2344077619255,3534.167036522802
"22.9533539,-81.4109306",4229.384155014138,2088.2585182678035
"50.4340422,8.6711184",9127.565482491487,6203.828836606943
"42.9743821,-82.403533",3414.052890821352,740.8929678276794
"32.4790312,-117.0360086",765.1700077941871,3916.209367789077
"57.1964667,36.3663431",9293.344432277372,7369.368976751011
"-21.9349129,-50.5141255",10002.522407171846,7349.616979535331
"23.2035785,-106.4208391",2222.3690611405186,3595.634497360437
"18.3791932,-65.9010221",5859.034604116316,2594.341034313726
"20.758087500000002,-75.65503848243439",4860.830543956641,2217.8972695392463
"10.1524823,-68.5648854",6169.56251342069,3428.14751581126
"10.1796632,-67.4606765",6261.786142389223,3443.8737020043773
"25.7558021,-100.289648",2474.072752370784,2939.8678489858316
"10.6927367,-63.1064009",6601.26261389551,3494.672802701985
"20.9617915,-75.722894",4842.545955879665,2195.8571625400627
"10.9635839,-63.8464509",6518.9004714785715,3444.1164074427065
"8.0989867,-80.9803978",5302.008542639631,3678.6589435325145
"22.0823492,-78.34285002479427",4547.2960891726425,2105.7715006586627
"22.8232042,-82.3552634",4155.601019749296,2132.93597300866
"20.9298337,-97.39366174892393",3047.257832509232,3113.8832800973855
"9.9235236,-66.8931827672379",6328.020200553482,3482.637686350411
"51.4169325,-112.6402382",1699.7281490746495,3172.268611517054
"42.779022,-81.1929882",3514.3684846746223,640.081573896718
"8.9179829,-67.4173328",6353.522795157186,3582.276810673988
"10.7763897,106.7011391",12600.462317258152,14303.059954012224
"30.986517,-110.2888925",1344.1504409282445,3422.69606860722
"12.1544035,-86.2737642",4574.39249969211,3384.63969059394
"43.88436845,-78.90825683101127",3688.598689987297,536.0412617326429
"49.6727575,-124.9276204",1337.088762524923,4040.8242175360974
"18.2438307,-70.200234",5491.225653269361,2517.2245296925717
"10.1136963,-66.7757458",6324.8991422135505,3464.3136454896194
"11.4055796,-69.6679115",5988.649033542281,3275.1445059395405
"17.9652584,-66.4043146",5840.520567246251,2624.68495884001
"19.6641281,-71.1943288",5316.503519632859,2348.7953959926012
"51.5174023,-0.0462189",8641.788875989998,5590.256751105851
"57.7825634,14.165719",8668.53030405528,6201.149462457944
"46.234953,-63.132935",4883.647761191159,1071.0092709215282
"53.0621479,-2.2140908",8415.400940414453,5398.354817196813
"12.3428308,-83.6714274",4763.775149277385,3282.787370823401
"47.6014859,-65.0704865",4712.47518484569,1045.9231480059898
"34.6932379,135.1943764",8683.811700251794,11137.759338892209
"13.4966854,144.7772156",9346.85246087497,12801.679612076108
"49.3206294,-123.0737925",1283.8484251249718,3910.699980710048
"47.5736322,-52.700473",5621.825837774292,1859.463609495084
"51.0456064,-114.057541",1615.5698498927452,3266.6509720751915
"18.3414575,-64.9335173",5946.3034793364595,2627.469571174049
"55.7211101,12.1595371",8788.735680085609,6179.518012416397
"10.2172127,-67.8836179",6223.086572103108,3432.214256030092
"8.3223763,-62.6896622",6799.263102402862,3759.414599219317
"22.0798073,-84.2035316",4042.5269906440553,2278.335331656203
"9.9111913,-65.6759275",6433.099765294296,3510.1045129450076
"22.70361185,-79.69449684142177",4392.951166404703,2067.2189708632795
"28.003090800000003,-110.66158806950205",1541.7441193873765,3622.125007128673
"18.3797728,-67.1887544",5746.070127982278,2560.160801867296
"9.7422774,-63.1888854",6658.711536676861,3593.4128849202357
"7.5693505,-72.016401",6064.430961485458,3676.968099470629
"9.6631589,-68.5869647",6201.905704181467,3481.404594354126
"8.907566,-64.2399172",6625.607289196926,3653.633931791957
"22.9688161,-82.3875473",4144.083639167911,2118.875123922523
"46.9484742,7.4521749",9381.813042491476,6287.344286568212
"52.0579324,1.1528095",8653.74918261594,5649.529120501183
"21.691097550000002,-82.81558555567702",4185.3291468581365,2266.9492051845928
"34.8933744,135.8059219",8625.957328945171,11096.031971021548
"52.5521806,-2.0224441",8464.813985716934,5426.458389646986
"42.0531166,-82.5996998",3406.467109587225,733.7402793046607
"55.861155,-4.2501687",8103.628976819887,5195.640148519735
"44.6039207,-75.7016829",3936.585632267177,454.0289236191121
"49.9632742,7.2691209",9108.311724778829,6133.938204241351
"24.163162,120.6478282",10510.526006690265,12664.576013806263
"9.039752100000001,-79.58642252174529",5339.4708604310335,3552.1497055363643
"45.14333225,-75.70411084090594",3930.980468646079,511.3092741813793
"-34.9675955,138.6491402",12983.148049938698,17096.866725821088
"35.549399,140.2647303",8256.311489312364,10864.692770938676
"36.3133375,140.5747222",8184.551995711844,10776.153139729431
"35.7273146,139.5394387",8298.287192456526,10874.825382233814
"33.8829996,130.8749015",9049.590428882815,11361.292859264517
"24.926431,125.2411151",10117.171430341974,12471.1824718351
"35.740869,139.428831",8305.534008573117,10877.679317364064
"33.2232315,132.5606514",8975.77149391754,11377.624219449732
"48.3943949,9.9987169",9367.287869201193,6388.230067455297
"54.1362169,-1.5238006",8362.578495950655,5410.36876326442
"62.4922058,17.2995411",8322.24795905258,6155.856506933979
"1.2899175,103.8519072",13596.218793552129,15347.60395482617
"10.5799738,-64.2572403",6509.410058434582,3473.7288330308065
"21.959108,-105.55198949609715",2385.5965744257555,3619.723199765596
"19.4326296,-99.1331785",3036.3252544289553,3357.69123822936
"19.3447713,-70.6040835",5387.670322348471,2390.9391766595973
"10.2706899,-69.4738454",6084.091221807373,3402.302154276378
"33.1799965,129.7152872",9182.16646532425,11469.552015942032
"44.698979,-76.188746",3897.1341049851058,477.50977311216855
"46.2999976,-67.5257163",4548.678317811139,811.7968520045316
"43.2560802,-79.8728583",3616.883116224577,562.1008966562093
"60.01051165,10.019163234857526",8327.842356170533,5888.6829093677525
"52.4760892,-71.8258668",4199.250615950253,1318.1048656965213
"12.1580338,-68.9433111",5998.8925610877495,3202.700626886794
"35.1594647,126.8515034",9235.944870439938,11337.301974135436
"50.457298,16.549226",9439.695243568936,6702.212164316618
"33.9196418,134.2509634",8805.113444630464,11249.615051398154
"32.0088094,130.7413006",9193.162160122423,11561.872267453276
"44.568811,-65.9774956",4700.751450141394,784.9425834983124
"46.3565288,-62.2504284",4947.704664140827,1136.5963808390395
"35.709674,139.454224",8305.690435284125,10879.85138614184
"39.7021331,141.1545397",7929.47385467977,10415.273152780786
"44.1171265,-79.5560133",3634.853017608847,592.7905768017366
"37.5014422,126.7660139",9068.55602515792,11089.447880105165
"39.3032619,117.4163641",9515.129594927874,11067.930478128992
"12.529383,-70.027926",5880.707424889791,3147.165508066397
"48.0248801,10.446703",9420.08498032027,6436.414373347239
"42.6660437,-81.2121712",3513.9304263092727,637.6934520569014
"35.6128834,138.9429092",8349.504910494,10908.980200301396
"49.6789901,6.7426045",9109.848617182302,6112.064608897794
"35.8676218,139.9756876",8257.156164584045,10843.993249332963
"36.3497007,127.3849016",9112.11164206921,11197.035171129775
"49.8852225,-96.6370639",2452.6832636321888,2035.165493233614
"49.184688,15.286762",9512.124418343916,6691.460469060565
"48.2285686,15.6587277",9616.759985907838,6767.401412764623
"50.3533278,7.5943951",9088.274224052508,6137.631990304895
"51.3406321,12.3747329",9197.72743284406,6396.47839678653
"34.7021912,135.4955866",8661.398175011951,11126.443193041816
"34.626275,135.605845",8658.555769089064,11130.405432474929
"45.4405842,-75.7326823",3926.105561729606,543.690080715782
"47.3637203,-68.3288825",4472.490326500158,867.3096906828799
"18.9065575,-70.7449293",5402.413614892938,2437.330301791103
"49.7989049,-99.8480510158191",2240.4135816523176,2250.3284144485497
"53.4018582,-2.5680223597163048",8371.954758373624,5365.475585436703
"43.3700899,-80.9818016",3526.1889336594045,648.3204872724011
"45.4728843,-73.2646582",4118.052326058857,532.2459291015405
"49.1039289,-122.657047",1258.817707815283,3882.507156099604
"25.7086054,-100.1337421",2489.62372151938,2931.4933342617023
"47.9027336,1.9086066",9034.292884883578,5862.279526748677
"45.60558895,-73.73456014508847",4080.080177095487,544.0158517821021
"9.2139083,-66.0065129",6453.0602909664385,3578.1793834375594
"23.569900949999997,119.56548926852162",10634.787754153916,12751.199644615806
"35.1851045,136.8998438",8526.934372328004,11027.500053806336
"9.5558441,-70.2521004",6068.63362641475,3471.78880448702
"22.3429449,-80.2727876",4364.349513056017,2120.5245219910644
"21.110075,-76.1272646",4798.38340516115,2182.6620179911647
"18.5624944,-95.80450242869006",3349.3006854257055,3218.8741053310164
"51.1700864,4.3942577",8875.89987655817,5894.289983663852
"18.404873,-76.9466308",4896.85151264513,2488.842479881372
"52.5905191,-3.8518104",8373.731237824788,5305.909045553917
"19.4731145,-70.8155064",5361.312856230118,2374.177981686088
"43.8198253,7.7748827",9673.563746183188,6466.9678858182515
"23.9913421,121.6197276",10453.831834560042,12661.835292648531
"59.3256235,18.388514",8654.327230939061,6353.900745467848
"49.3679102,21.3080014",9713.939347499772,7057.850784446686
"23.2844942,120.6886416",10576.408114768712,12758.849107509875
"-38.1493248,144.3598241",12709.383590623367,16733.72633909251
"9.5507961,-69.2032823",6157.569779554299,3484.9163040304015
"22.6828017,120.487928",10638.07735565564,12828.319162111318
"49.1913033,-122.849143",1268.8600994128435,3895.636582303852
"43.3248924,-79.7966835",3622.369621754483,560.3476813482907
"18.8640574,-97.72823338555017",3183.5766120301128,3313.7590653666603
"23.1268758,-82.3321657",4139.428459113382,2100.483604108726
"18.1757164,-66.1609235",5848.80503807449,2608.7570030657826
"19.0084963,-98.9971161",3080.4760715157695,3384.7379485433607
"12.42705465,-86.91283108978857",4503.818375088357,3378.8826880356496
"21.884703,-82.8038514",4174.310002634477,2246.346057238261
"9.300007,-64.3521226",6588.874103097706,3608.541561898029
"-12.0621065,-77.0365256",7267.113797197518,5850.985550108614
"44.1633264,-77.3852556",3807.5921341929766,473.4224127809239
"7.7756663,-72.2214154",6032.373039682331,3653.134522857283
"9.000518,-71.9259356",5967.963663904805,3519.38886622861
"54.251111,-111.151389",2022.8221851325795,3128.290040768119
"45.9167876,-82.4640868",3400.4686739698086,896.3676612011877
"12.5113591,-69.9804307",5885.999787117018,3149.72415689627
"34.500762,135.380571",8683.425944109116,11151.118283984646
"20.478537,-100.116032",2881.499897622477,3337.608475744544
"12.77779615,-87.26958404801493",4448.972308314277,3355.636077826066
"34.830312,138.30381",8447.7410714053,11012.07466107704
"9.1741164,-79.0900045",5368.893713131821,3530.118488098047
"14.4833969,120.9088359",11243.172987077409,13703.857933723682
"51.5375786,-0.9050287",8599.213122300918,5532.919296347915
"18.4813844,-69.822265",5509.377568236159,2496.6991646068477
"18.415755,-66.124615",5837.15989864611,2584.1259168719384
"52.4175635,0.5180418",8594.941547918279,5595.753833860564
"46.8033114,-71.1778792",4263.919774568767,713.8683849552332
"9.0660268,-62.0542973",6802.904079681435,3699.7925003804103
"44.7688035,-79.9339487",3600.657264648803,661.9502228997331
"19.812865,-71.5788153",5273.813195469587,2328.507674784022
"19.30105,-70.4229142",5406.192557018815,2398.1414150890837
"19.80885465,-71.44282226628403",5285.940791956456,2330.268176664574
"17.1204943,-88.6859028",4008.694656264747,2971.3825973054813
"11.9132391,-85.88301185234297",4623.396078053188,3396.6473047781305
"20.3477869,-74.4968647",4986.633424058684,2258.291636635732
"18.4821106,-70.0245533",5491.671290980202,2493.591375442342
"22.7702551,-81.0187689",4274.21950971762,2095.727021053411
"0.170372,117.4676969",12602.76530943994,15331.53583797306
"36.4392262,136.5424414",8469.065002626397,10912.064769941288
"34.678147,135.597728",8655.62596903169,11125.36441113745
"44.2473883,-76.9505543",3841.337979920635,461.2031466153999
"49.416667,-82.433333",3429.2798680539345,1171.4777938808631
"20.3040881,-76.0817638",4851.602424321592,2271.2149814996046
"45.963233,-66.6432356",4621.808264940231,834.0265453200415
"53.3527093,-110.8542072",1946.9430157601844,3087.224108767634
"49.602853,13.3449073",9396.480945316189,6545.306281758462
"18.5703149,-70.8791527",5411.61803307826,2472.717118241847
"19.6143133,-70.24082310549359",5402.928746640237,2366.322890275818
"22.2777353,-80.5698885",4342.577023203564,2135.4276130578032
"22.8775845,-82.6377235",4127.984078279637,2137.165267339888
"7.87734705,-80.42906166183488",5362.420697409422,3692.9915711274166
"18.4410233,-66.1191055",5836.085639504603,2581.5823871564203
"22.8051604,-81.196847",4256.730715615013,2097.3445110826065
"18.4017076,-70.7677006",5431.8694169655455,2492.571341111928
"65.5752942,28.2425866",8269.115915798742,6485.901097330867
"18.0502303,-65.8793571",5881.274086760737,2630.024824131304
"50.141688,8.071992",9127.69460590458,6178.334789481484
"22.5040475,-83.5154619",4075.1847023161736,2208.089706615914
"21.08524,-76.3486759",4780.637347351436,2187.425675073342
"22.8048092,-82.5836811",4137.020000525874,2142.816508758188
"50.44876,-104.61731",1993.6209223479736,2598.4845461347422
"50.258112,10.964463",9239.658494552848,6359.89456131617
"10.4877918,-66.1011905",6356.951925016698,3438.06690238017
"31.3305591,-109.5564331",1378.1887697344932,3343.1222182482857
"18.3879947,-70.1137147",5489.759655642912,2502.6249917252444
"19.0460799,-69.8363752",5473.163718323693,2434.65108408256
"18.3629772,-66.5669961",5801.61274115683,2577.7562655160605
"29.74434,-102.67467",2028.8809898143772,2862.136793620793
"9.9152306,-67.3569141",6288.994144374019,3474.623647578098
"22.1036305,-79.7194254",4426.643945299306,2132.424304812057
"10.0385351,-67.5024648",6268.009578011886,3458.496063173679
"10.0585215,-69.1607612",6125.506660039178,3429.767651986013
"19.061062200000002,-96.47696597932034",3260.1490954357264,3216.3366450853555
"8.7108923,-71.7672873",6002.0863414697205,3552.3226564939228
"22.8371132,-82.0284846",4182.9577455565595,2120.404410742029
"8.2725603,-82.8604458",5142.557638776844,3699.43733929571
"18.8766978,-71.7050752",5320.538746181365,2430.614129598101
"49.2067726,-122.9108818",1270.724350078743,3899.9715072409385
"53.2914745,-3.4655568",8337.978091237997,5310.913188521829
"-33.8783381,151.219225",11934.30159431145,15987.60617909217
"-32.025346,115.8023457",14749.78579098203,18709.90346188557
"53.425795300000004,-7.779006381028459",8117.006262845079,5027.966575838782
"16.735377,-92.63873",3730.169304513986,3205.8012726361026
